word,pos,prepos,nxtpos,ontotag,onto-BIO,onto-predict,dict-tag,dict-score,dict-BIO,tag,bio
feel,VB,RB,RB,Sign_or_Symptom,B,symptom,0,0,B,others,B
really,RB,VB,RB,NA,B,NA,0,0,B,others,B
quite,RB,RB,JJ,NA,B,NA,0,0,B,others,B
low,JJ,RB,CC,Finding,I,NA,4,4,B,modifier,i
and,CC,JJ,JJ,Idea_or_Concept,B,NA,4,0,B,others,B
i,JJ,CC,VB,NA,B,NA,0,0,B,others,B
be,VB,JJ,VBN,NA,B,NA,0,0,B,others,B
struggle,VBN,VB,.,NA,B,NA,0,0,B,others,B
.,.,VBN,end,NA,B,NA,0,0,B,others,B
if,IN,start,NNS,NA,B,NA,0,0,B,others,B
i,NNS,IN,VBP,NA,B,NA,0,0,B,others,B
have,VBP,NNS,JJ,Qualitative_Concept,B,NA,0,0,B,others,B
bipolar,JJ,VBP,NN,Mental_or_Behavioral_Dysfunction,B,symptom,0,0,B,symptom,B
depression,NN,JJ,RB,Mental_or_Behavioral_Dysfunction,I,symptom,1,0,B,symptom,i
surely,RB,NN,CD,NA,B,NA,0,0,B,others,B
100mg,CD,RB,VB,NA,B,NA,4,11,B,modifier,B
be,VB,CD,RB,NA,B,NA,0,0,B,others,B
too,RB,VB,JJ,Finding,B,NA,0,0,B,others,B
low,JJ,RB,.,Finding,I,NA,4,4,B,modifier,i
?,.,JJ,end,NA,B,NA,0,0,B,others,B
i,NN,start,VBP,NA,B,NA,0,0,B,others,B
have,VBP,NN,DT,Qualitative_Concept,B,NA,0,0,B,others,B
an,DT,VBP,NN,NA,B,NA,0,0,B,others,B
appointment,NN,DT,CC,Idea_or_Concept,B,NA,0,0,B,others,B
but,CC,NN,NN,Mental_or_Behavioral_Dysfunction,B,symptom,4,0,B,others,B
i,NN,CC,VBP,NA,B,NA,0,0,B,others,B
want,VBP,NN,TO,NA,B,NA,4,8,B,others,B
to,TO,VBP,VB,Spatial_Concept,I,NA,0,0,B,others,B
chat,VB,TO,TO,Fish,B,NA,0,0,B,others,B
to,TO,VB,NNS,Spatial_Concept,I,NA,0,0,B,others,B
people,NNS,TO,WP,Population_Group,B,NA,0,0,B,others,B
who,WP,NNS,VBP,NA,B,NA,0,0,B,others,B
have,VBP,WP,VB,Qualitative_Concept,B,NA,0,0,B,others,B
be,VB,VBP,VBN,NA,B,NA,0,0,B,others,B
thru,VBN,VB,PRP,NA,B,NA,0,0,B,others,B
it,PRP,VBN,RB,NA,B,NA,0,0,B,others,B
too,RB,PRP,IN,Finding,B,NA,0,0,B,others,B
because,IN,RB,NN,NA,B,NA,0,0,B,others,B
i,NN,IN,RB,NA,B,NA,0,0,B,others,B
just,RB,NN,VB,NA,B,NA,0,0,B,others,B
feel,VB,RB,RB,Sign_or_Symptom,B,symptom,0,0,B,others,B
so,RB,VB,JJ,NA,B,NA,0,0,B,others,B
isolate,JJ,RB,NN,Biologically_Active_Substance,B,NA,4,8,B,modifier,B
right,NN,JJ,RB,Spatial_Concept,B,NA,4,1,B,modifier,B
now,RB,NN,.,Temporal_Concept,B,NA,0,0,B,others,i
.,.,RB,end,NA,B,NA,0,0,B,others,B
i,NN,start,VBP,NA,B,NA,0,0,B,others,B
feel,VBP,NN,JJ,Sign_or_Symptom,B,symptom,0,0,B,others,B
abnormal,JJ,VBP,NN,Qualitative_Concept,B,NA,0,0,B,symptom,B
sadness,NN,JJ,RB,NA,B,NA,3,0,B,disease,B
often,RB,NN,IN,Temporal_Concept,B,NA,5,0,B,time,B
with,IN,RB,NN,Qualitative_Concept,B,NA,4,0,B,others,B
weepiness,NN,IN,.,Finding,B,NA,0,0,B,symptom,B
.,.,NN,end,NA,B,NA,0,0,B,others,B
feel,VB,start,JJ,Sign_or_Symptom,B,symptom,0,0,B,others,B
guilty,JJ,VB,NN,Mental_Process,B,NA,0,0,B,others,B
worthless,NN,JJ,CC,Finding,B,NA,0,0,B,symptom,B
or,CC,NN,JJ,NA,B,NA,0,0,B,others,B
useless.,JJ,CC,``,NA,B,NA,0,0,B,symptom,B
``,``,JJ,end,NA,B,NA,0,0,B,others,B
poor,JJ,start,NN,Finding,B,NA,4,5,B,modifier,B
motivation,NN,JJ,.,Mental_Process,B,NA,0,0,B,others,i
.,.,NN,end,NA,B,NA,0,0,B,others,B
even,RB,start,JJ,NA,B,NA,0,0,B,others,B
simple,JJ,RB,NN,Qualitative_Concept,B,NA,0,0,B,others,B
task,NN,JJ,VBP,Occupational_Activity,B,NA,0,0,B,others,B
seem,VBP,NN,JJ,NA,B,NA,0,0,B,others,B
difficult,JJ,VBP,.,Qualitative_Concept,B,NA,4,3,B,modifier,B
.,.,JJ,end,NA,B,NA,0,0,B,others,B
i,NNS,start,VBP,NA,B,NA,0,0,B,others,B
have,VBP,NNS,JJ,Qualitative_Concept,B,NA,0,0,B,others,B
poor,JJ,VBP,NN,Finding,B,NA,4,5,B,modifier,B
concentration,NN,JJ,.,Finding,I,NA,3,0,B,disease,i
.,.,NN,end,NA,B,NA,0,0,B,others,B
i,NNS,start,VBP,NA,B,NA,0,0,B,others,B
have,VBP,NNS,VBN,Qualitative_Concept,B,NA,0,0,B,others,B
sleep,VBN,VBP,NNS,Organism_Function,B,symptom,1,0,B,symptom,B
problemssometimes,NNS,VBN,NN,NA,B,NA,0,0,B,others,i
difficulty,NN,NNS,IN,Qualitative_Concept,B,NA,4,3,B,modifier,B
in,IN,NN,VB,NA,B,NA,0,0,B,others,B
get,VB,IN,IN,NA,B,NA,0,0,B,others,B
off,IN,VB,TO,Qualitative_Concept,B,NA,0,0,B,others,B
to,TO,IN,VB,Spatial_Concept,I,NA,0,0,B,others,i
sleep,VB,TO,.,Organism_Function,B,symptom,1,0,B,symptom,i
.,.,VB,end,NA,B,NA,0,0,B,others,B
sometimes,RB,start,VB,Temporal_Concept,B,NA,4,8,B,modifier,B
wake,VB,RB,JJ,Sign_or_Symptom,B,symptom,0,0,B,symptom,B
early,JJ,VB,CC,Sign_or_Symptom,I,symptom,0,0,B,others,i
and,CC,JJ,VB,Idea_or_Concept,B,NA,4,0,B,others,B
be,VB,CC,JJ,NA,B,NA,0,0,B,others,B
unable,JJ,VB,TO,Finding,B,NA,0,0,B,others,B
to,TO,JJ,VB,Spatial_Concept,I,NA,0,0,B,others,i
get,VB,TO,RB,NA,B,NA,0,0,B,others,i
back,RB,VB,TO,Body_Location_or_Region,B,organ,4,1,B,modifier,i
to,TO,RB,NN,Spatial_Concept,I,NA,0,0,B,others,i
sleep,NN,TO,.,Organism_Function,B,symptom,1,0,B,symptom,i
.,.,NN,end,NA,B,NA,0,0,B,others,B
lack,NN,start,IN,Qualitative_Concept,B,NA,4,8,B,modifier,B
in,IN,NN,NN,NA,B,NA,0,0,B,others,i
energy,NN,IN,RB,Quantitative_Concept,B,NA,0,0,B,others,i
always,RB,NN,VB,Temporal_Concept,B,NA,0,0,B,others,B
feel,VB,RB,NN,Sign_or_Symptom,B,symptom,0,0,B,others,B
tire,NN,VB,.,Sign_or_Symptom,I,symptom,1,0,B,symptom,B
.,.,NN,end,NA,B,NA,0,0,B,others,B
difficulty,NN,start,IN,Qualitative_Concept,B,NA,4,3,B,modifier,B
with,IN,NN,NN,Qualitative_Concept,B,NA,4,0,B,others,i
affection,NN,IN,VBP,Mental_Process,B,NA,0,0,B,others,i
include,VBP,NN,VB,Idea_or_Concept,B,NA,0,0,B,others,B
go,VB,VBP,RP,NA,B,NA,0,0,B,others,B
off,RP,VB,NN,Qualitative_Concept,B,NA,0,0,B,others,i
sex,NN,RP,.,Organism_Attribute,B,NA,0,0,B,symptom,i
.,.,NN,end,NA,B,NA,0,0,B,others,B
poor,JJ,start,NN,Finding,B,NA,4,5,B,modifier,B
appetite,NN,JJ,CC,Disease_or_Syndrome,B,disease,0,0,B,disease,i
and,CC,NN,JJ,Idea_or_Concept,B,NA,4,0,B,others,B
weight,JJ,CC,NN,Finding,B,NA,1,0,B,symptom,B
loss,NN,JJ,.,Finding,I,NA,1,0,I,symptom,i
.,.,NN,end,NA,B,NA,0,0,B,others,B
sometimes,RB,start,DT,Temporal_Concept,B,NA,4,8,B,modifier,B
the,DT,RB,NN,NA,B,NA,4,0,B,others,B
reverse,NN,DT,NN,Functional_Concept,B,NA,0,0,B,others,B
happen,NN,NN,IN,Activity,B,NA,0,0,B,others,B
with,IN,NN,NN,Qualitative_Concept,B,NA,4,0,B,others,B
comfort,NN,IN,NN,Mental_Process,B,NA,0,0,B,others,B
eat,NN,NN,CC,Organism_Function,B,symptom,4,9,B,symptom,B
and,CC,NN,JJ,Idea_or_Concept,B,NA,4,0,B,others,B
weight,JJ,CC,NN,Finding,B,NA,1,0,B,symptom,B
gain,NN,JJ,.,Finding,I,NA,1,0,I,symptom,i
.,.,NN,end,NA,B,NA,0,0,B,others,B
be,VB,start,JJ,NA,B,NA,0,0,B,others,B
irritable,JJ,VB,NN,Finding,B,NA,0,0,B,others,B
agitate,NN,JJ,CC,Sign_or_Symptom,B,symptom,0,0,B,symptom,i
or,CC,NN,NN,NA,B,NA,0,0,B,others,B
restless.,NN,CC,'',NA,B,NA,0,0,B,symptom,B
','',NN,end,NA,B,NA,0,0,B,others,B
i,NNS,start,VBP,NA,B,NA,0,0,B,others,B
have,VBP,NNS,VB,Qualitative_Concept,B,NA,0,0,B,others,B
be,VB,VBP,JJ,NA,B,NA,0,0,B,others,B
take,JJ,VB,NN,Health_Care_Activity,B,medication,0,0,B,others,B
lithium,NN,JJ,NN,Pharmacologic_Substance,B,NA,0,0,B,medication,B
carbonate,NN,NN,IN,Pharmacologic_Substance,I,NA,0,0,B,medication,i
for,IN,NN,RB,Qualitative_Concept,B,NA,0,0,B,others,B
nearly,RB,IN,CD,Qualitative_Concept,B,NA,0,0,B,others,B
eight,CD,RB,NNS,Quantitative_Concept,B,NA,4,7,B,modifier,B
years,NNS,CD,.,Temporal_Concept,B,NA,5,0,B,time,i
.,.,NNS,end,NA,B,NA,0,0,B,others,B
i,NNS,start,VBP,NA,B,NA,0,0,B,others,B
have,VBP,NNS,RB,Qualitative_Concept,B,NA,0,0,B,others,B
recently,RB,VBP,VBP,Temporal_Concept,B,NA,5,0,B,time,B
have,VBP,RB,PRP$,Qualitative_Concept,B,NA,0,0,B,others,B
my,PRP$,VBP,NNS,NA,B,NA,0,0,B,others,B
meds,NNS,PRP$,RB,NA,B,NA,6,1,B,medication,B
up,RB,NNS,TO,Spatial_Concept,B,NA,0,0,B,others,B
to,TO,RB,CD,Spatial_Concept,I,NA,0,0,B,others,B
1000mg,CD,TO,IN,NA,B,NA,4,11,B,modifier,B
at,IN,CD,NN,Temporal_Concept,B,NA,0,0,B,others,B
night,NN,IN,.,Temporal_Concept,I,NA,5,0,B,time,i
.,.,NN,end,NA,B,NA,0,0,B,others,B
i,NN,start,VBP,NA,B,NA,0,0,B,others,B
suffer,VBP,NN,IN,Mental_or_Behavioral_Dysfunction,B,symptom,0,0,B,others,B
from,IN,VBP,JJ,Qualitative_Concept,B,NA,0,0,B,others,B
severe,JJ,IN,NN,Mental_or_Behavioral_Dysfunction,B,symptom,4,2,B,modifier,B
recurrent,NN,JJ,NN,Mental_or_Behavioral_Dysfunction,B,symptom,0,0,B,symptom,i
depression,NN,NN,.,Mental_or_Behavioral_Dysfunction,I,symptom,1,0,B,symptom,i
.,.,NN,end,NA,B,NA,0,0,B,others,B
feel,VB,start,JJ,Sign_or_Symptom,B,symptom,0,0,B,others,B
abnormal,JJ,VB,NN,Qualitative_Concept,B,NA,0,0,B,symptom,B
sadness,NN,JJ,RB,NA,B,NA,3,0,B,disease,B
often,RB,NN,IN,Temporal_Concept,B,NA,5,0,B,time,B
with,IN,RB,NN,Qualitative_Concept,B,NA,4,0,B,others,B
weepiness,NN,IN,.,Finding,B,NA,0,0,B,symptom,B
.,.,NN,end,NA,B,NA,0,0,B,others,B
i,NNS,start,VBP,NA,B,NA,0,0,B,others,B
have,VBP,NNS,VBN,Qualitative_Concept,B,NA,0,0,B,others,B
lack,VBN,VBP,IN,Qualitative_Concept,B,NA,4,8,B,modifier,B
in,IN,VBN,NN,NA,B,NA,0,0,B,others,i
energy,NN,IN,RB,Quantitative_Concept,B,NA,0,0,B,others,i
always,RB,NN,VB,Temporal_Concept,B,NA,0,0,B,others,B
feel,VB,RB,NN,Sign_or_Symptom,B,symptom,0,0,B,others,B
tire,NN,VB,.,Sign_or_Symptom,I,symptom,1,0,B,symptom,B
.,.,NN,end,NA,B,NA,0,0,B,others,B
i,NNS,start,VBP,NA,B,NA,0,0,B,others,B
have,VBP,NNS,JJ,Qualitative_Concept,B,NA,0,0,B,others,B
regular,JJ,VBP,NN,Qualitative_Concept,B,NA,0,0,B,others,B
blood,NN,JJ,NN,Laboratory_Procedure,B,NA,6,3,B,medication,B
test,NN,NN,WRB,Laboratory_Procedure,I,NA,6,3,I,medication,i
where,WRB,NN,NN,NA,B,NA,0,0,B,others,B
thyroid,NN,WRB,CC,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B,organ,B
and,CC,NN,NN,Idea_or_Concept,B,NA,4,0,B,others,B
liver,NN,CC,NN,Organ_or_Tissue_Function,B,NA,2,0,B,organ,B
function,NN,NN,VB,Organ_or_Tissue_Function,I,NA,0,0,B,others,i
be,VB,NN,VBN,NA,B,NA,0,0,B,others,B
check,VBN,VB,.,Activity,B,NA,2,0,B,others,B
.,.,VBN,end,NA,B,NA,0,0,B,others,B
thankyou.,NN,start,'',NA,B,NA,0,0,B,others,B
','',NN,NN,NA,B,NA,0,0,B,others,B
],NN,'',end,NA,B,NA,0,0,B,others,B
[,JJ,start,NN,NA,B,NA,0,0,B,others,B
helli,NN,JJ,.,NA,B,NA,4,5,B,others,B
.,.,NN,end,NA,B,NA,0,0,B,others,B
i,NN,start,VB,NA,B,NA,0,0,B,others,B
be,VB,NN,CD,NA,B,NA,0,0,B,others,B
25,CD,VB,NNS,NA,B,NA,0,0,B,modifier,B
years,NNS,CD,JJ,Temporal_Concept,B,NA,5,0,B,time,i
old,JJ,NNS,NN,Temporal_Concept,B,NA,4,14,B,modifier,i
male,NN,JJ,.,Organism_Attribute,B,NA,4,12,B,modifier,B
.,.,NN,end,NA,B,NA,0,0,B,others,B
for,IN,start,DT,Qualitative_Concept,B,NA,0,0,B,others,B
some,DT,IN,NNS,Quantitative_Concept,B,NA,4,8,B,modifier,B
days,NNS,DT,VBP,Finding,I,NA,5,0,B,time,i
i,VBP,NNS,VBP,NA,B,NA,0,0,B,others,B
feel,VBP,VBP,NN,Mental_Process,B,NA,0,0,B,others,B
weakness,NN,VBP,IN,Sign_or_Symptom,B,symptom,0,0,B,symptom,B
in,IN,NN,PRP$,NA,B,NA,0,0,B,others,B
my,PRP$,IN,NN,NA,B,NA,0,0,B,others,B
face,NN,PRP$,IN,Body_Location_or_Region,B,organ,2,0,B,organ,B
like,IN,NN,JJ,Mental_Process,B,NA,0,0,B,others,B
loose,JJ,IN,NN,Qualitative_Concept,B,NA,0,0,B,symptom,B
control,NN,JJ,IN,Conceptual_Entity,B,NA,0,0,B,symptom,i
over,IN,NN,PRP$,Spatial_Concept,B,NA,0,0,B,others,B
my,PRP$,IN,NN,NA,B,NA,0,0,B,others,B
face,NN,PRP$,.,Body_Location_or_Region,B,organ,2,0,B,organ,B
.,.,NN,end,NA,B,NA,0,0,B,others,B
it,PRP,start,VBZ,NA,B,NA,0,0,B,others,B
start,VBZ,PRP,IN,Temporal_Concept,B,NA,0,0,B,others,B
with,IN,VBZ,CD,Qualitative_Concept,B,NA,4,0,B,others,B
one,CD,IN,NN,Quantitative_Concept,B,NA,2,0,B,organ,B
side,NN,CD,.,Spatial_Concept,I,NA,4,1,B,modifier,i
.,.,NN,end,NA,B,NA,0,0,B,others,B
my,PRP$,start,NN,NA,B,NA,0,0,B,others,B
face,NN,PRP$,VB,Body_Location_or_Region,B,organ,2,0,B,organ,B
be,VB,NN,VBN,NA,B,NA,0,0,B,others,B
droop,VBN,VB,TO,NA,B,NA,0,0,B,others,B
to,TO,VBN,CD,NA,B,NA,0,0,B,others,B
one,CD,TO,NN,Quantitative_Concept,B,NA,2,0,B,organ,B
side,NN,CD,.,Spatial_Concept,I,NA,4,1,B,modifier,i
.,.,NN,end,NA,B,NA,0,0,B,others,B
when,WRB,start,NN,Temporal_Concept,B,NA,0,0,B,others,B
i,NN,WRB,VBD,NA,B,NA,0,0,B,others,B
smile,VBD,NN,RB,Finding,B,NA,0,0,B,others,B
only,RB,VBD,NN,Quantitative_Concept,B,NA,0,0,B,others,B
half,NN,RB,IN,Quantitative_Concept,B,NA,0,0,B,others,B
of,IN,NN,PRP$,NA,B,NA,0,0,B,others,B
my,PRP$,IN,NN,NA,B,NA,0,0,B,others,B
face,NN,PRP$,MD,Body_Location_or_Region,B,organ,2,0,B,organ,B
may,MD,NN,VB,Temporal_Concept,B,NA,5,1,B,others,B
move,VB,MD,.,Organism_Function,B,symptom,0,0,B,symptom,B
.,.,VB,end,NA,B,NA,0,0,B,others,B
chew,NN,start,NN,Finding,B,NA,0,0,B,others,B
food,NN,NN,IN,Finding,I,NA,0,0,B,symptom,i
on,IN,NN,DT,NA,B,NA,0,0,B,others,B
the,DT,IN,JJ,NA,B,NA,4,0,B,others,B
affect,JJ,DT,NN,Mental_Process,B,NA,0,0,B,others,B
side,NN,JJ,MD,Spatial_Concept,I,NA,4,1,B,modifier,i
may,MD,NN,VB,Temporal_Concept,B,NA,5,1,B,others,B
be,VB,MD,DT,NA,B,NA,0,0,B,others,B
a,DT,VB,NN,Intellectual_Product,B,NA,0,0,B,others,B
problem,NN,DT,.,Finding,B,NA,0,0,B,others,B
.,.,NN,end,NA,B,NA,0,0,B,others,B
food,NN,start,VB,Finding,I,NA,0,0,B,others,B
become,VB,NN,NN,NA,B,NA,0,0,B,others,B
trap,NN,VB,IN,Medical_Device,B,device,0,0,B,others,B
between,IN,NN,PRP$,Spatial_Concept,B,NA,0,0,B,others,B
my,PRP$,IN,NN,NA,B,NA,0,0,B,others,B
gum,NN,PRP$,CC,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B,organ,B
and,CC,NN,NN,Idea_or_Concept,B,NA,4,0,B,others,B
cheek,NN,CC,.,Body_Location_or_Region,B,organ,2,0,B,organ,B
.,.,NN,end,NA,B,NA,0,0,B,others,B
sometimes,RB,start,RB,Temporal_Concept,B,NA,4,8,B,modifier,B
i,RB,RB,VB,NA,B,NA,0,0,B,others,B
be,VB,RB,RB,NA,B,NA,0,0,B,others,B
not,RB,VB,VB,Functional_Concept,B,NA,4,5,B,modifier,B
be,VB,RB,JJ,NA,B,NA,0,0,B,others,i
able,JJ,VB,TO,Finding,B,NA,0,0,B,others,i
to,TO,JJ,VB,NA,B,NA,0,0,B,others,B
close,VB,TO,DT,Therapeutic_or_Preventive_Procedure,B,medication,0,0,B,others,B
an,DT,VB,NN,NA,B,NA,0,0,B,others,i
eye,NN,DT,.,Therapeutic_or_Preventive_Procedure,I,medication,2,0,B,organ,i
.,.,NN,end,NA,B,NA,0,0,B,others,B
this,DT,start,NN,Eukaryote,B,NA,4,0,B,others,B
cause,NN,DT,DT,Conceptual_Entity,B,NA,0,0,B,others,B
a,DT,NN,NN,Intellectual_Product,B,NA,0,0,B,others,B
watery,NN,DT,NN,Sign_or_Symptom,B,symptom,0,0,B,others,B
eye,NN,NN,.,Therapeutic_or_Preventive_Procedure,I,medication,2,0,B,organ,i
.,.,NN,end,NA,B,NA,0,0,B,others,B
and,CC,start,RB,Idea_or_Concept,B,NA,4,0,B,others,B
also,RB,CC,RB,NA,B,NA,0,0,B,others,B
i,RB,RB,VB,NA,B,NA,0,0,B,others,B
be,VB,RB,RB,NA,B,NA,0,0,B,others,B
not,RB,VB,JJ,Functional_Concept,B,NA,4,5,B,others,B
able,JJ,RB,TO,Finding,B,NA,0,0,B,others,B
to,TO,JJ,VB,NA,B,NA,0,0,B,others,B
wrinkle,VB,TO,PRP$,Finding,B,NA,2,0,B,organ,B
my,PRP$,VB,NN,NA,B,NA,0,0,B,others,i
forehead.,NN,PRP$,'',NA,B,NA,2,0,B,organ,i
','',NN,end,NA,B,NA,0,0,B,others,B
on,IN,start,JJ,NA,B,NA,0,0,B,others,B
wednesday,JJ,IN,CD,Temporal_Concept,B,NA,5,1,B,time,B
15-Jun,CD,JJ,DT,NA,B,NA,0,0,B,modifier,B
the,DT,CD,NN,NA,B,NA,4,0,B,others,B
day,NN,DT,IN,Temporal_Concept,B,NA,5,0,B,time,B
of,IN,NN,PRP$,NA,B,NA,0,0,B,others,B
my,PRP$,IN,NN,NA,B,NA,0,0,B,others,B
baby,NN,PRP$,IN,Patient_or_Disabled_Group,B,NA,0,0,B,others,B
boy,IN,NN,NN,Age_Group,B,age,0,0,B,others,B
graduation,NN,IN,NNS,Educational_Activity,B,NA,0,0,B,others,B
i,NNS,NN,VBP,NA,B,NA,0,0,B,others,B
wake,VBP,NNS,RP,Pharmacologic_Substance,B,NA,0,0,B,others,B
up,RP,VBP,IN,Pharmacologic_Substance,I,NA,0,0,B,others,i
with,IN,RP,DT,Qualitative_Concept,B,NA,4,0,B,others,B
a,DT,IN,JJ,Intellectual_Product,B,NA,0,0,B,others,B
little,JJ,DT,NN,Intellectual_Product,I,NA,4,4,B,modifier,i
eye,NN,JJ,NN,Therapeutic_or_Preventive_Procedure,I,medication,2,0,B,organ,i
irritation,NN,NN,NNS,Finding,I,NA,0,0,B,others,i
i,NNS,NN,VBP,NA,B,NA,0,0,B,others,B
have,VBP,NNS,RB,Qualitative_Concept,B,NA,0,0,B,others,B
strongly,RB,VBP,VB,NA,B,NA,0,0,B,others,B
believe,VB,RB,PRP,NA,B,NA,0,0,B,others,B
it,PRP,VB,VB,NA,B,NA,0,0,B,others,B
be,VB,PRP,DT,NA,B,NA,0,0,B,others,B
the,DT,VB,NN,NA,B,NA,4,0,B,others,B
eye,NN,DT,VBP,Therapeutic_or_Preventive_Procedure,I,medication,2,0,B,organ,B
make,VBP,NN,RP,Intellectual_Product,B,NA,0,0,B,others,B
up,RP,VBP,NN,Pharmacologic_Substance,I,NA,0,0,B,others,B
i,NN,RP,VB,NA,B,NA,0,0,B,others,B
be,VB,NN,JJ,NA,B,NA,0,0,B,others,B
wear,JJ,VB,RB,NA,B,NA,0,0,B,others,B
lately,RB,JJ,IN,NA,B,NA,0,0,B,others,B
since,IN,RB,DT,Temporal_Concept,B,NA,0,0,B,others,B
a,DT,IN,JJ,Intellectual_Product,B,NA,0,0,B,others,B
new,JJ,DT,NN,Qualitative_Concept,B,NA,0,0,B,others,B
hair,NN,JJ,VBP,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B,organ,B
do,VBP,NN,VB,NA,B,NA,0,0,B,others,B
be,VB,VBP,IN,NA,B,NA,0,0,B,others,B
in,IN,VB,NN,NA,B,NA,0,0,B,others,B
play,NN,IN,.,Daily_or_Recreational_Activity,B,normal_activity,0,0,B,others,B
.,.,NN,end,NA,B,NA,0,0,B,others,B
later,RB,start,DT,Temporal_Concept,B,NA,4,10,B,modifier,B
that,DT,RB,NN,NA,B,NA,4,0,B,others,i
day,NN,DT,VBZ,Temporal_Concept,B,NA,5,0,B,time,i
i,VBZ,NN,VBP,NA,B,NA,0,0,B,others,B
have,VBP,VBZ,VB,Qualitative_Concept,B,NA,0,0,B,others,B
take,VB,VBP,DT,Health_Care_Activity,B,medication,0,0,B,others,B
a,DT,VB,NN,Intellectual_Product,B,NA,0,0,B,others,B
group,NN,DT,IN,Typeofification,I,NA,0,0,B,others,i
of,IN,NN,CD,NA,B,NA,0,0,B,others,B
5th,CD,IN,NNS,Quantitative_Concept,B,NA,0,0,B,others,B
graders,NNS,CD,TO,NA,B,NA,0,0,B,others,B
to,TO,NNS,DT,NA,B,NA,0,0,B,others,B
the,DT,TO,NN,NA,B,NA,4,0,B,others,B
newseum,NN,DT,IN,NA,B,NA,0,0,B,others,B
for,IN,NN,DT,Qualitative_Concept,B,NA,0,0,B,others,B
a,DT,IN,NN,Intellectual_Product,B,NA,0,0,B,others,B
field,NN,DT,NN,Conceptual_Entity,B,NA,0,0,B,others,B
trip,NN,NN,IN,Phenomenon_or_Process,B,NA,4,7,B,modifier,B
as,IN,NN,PRP,NA,B,NA,0,0,B,others,B
we,PRP,IN,VBP,NA,B,NA,0,0,B,others,B
stop,VBP,PRP,TO,Temporal_Concept,B,NA,0,0,B,others,B
to,TO,VBP,VB,NA,B,NA,0,0,B,others,B
eat,VB,TO,IN,Organism_Function,B,symptom,4,9,B,others,B
in,IN,VB,DT,NA,B,NA,0,0,B,others,B
the,DT,IN,NN,NA,B,NA,4,0,B,others,B
food,NN,DT,NN,Finding,I,NA,0,0,B,others,B
court,NN,NN,PRP,Organization,B,NA,0,0,B,others,B
it,PRP,NN,VBD,NA,B,NA,0,0,B,others,B
felt,VBD,PRP,IN,Mental_Process,B,NA,0,0,B,others,B
