word,pos,prepos,nxtpos,ontotag,onto-BIO,onto-predict,dict-tag,dict-score,dict-BIO
i,JJ,RB,VBP,NA,B,NA,0,0,B
shold,VBP,JJ,NN,NA,B,NA,2,0,B
mention,NN,VBP,IN,NA,B,NA,0,0,B
that,IN,NN,NN,NA,B,NA,0,0,B
i,NN,IN,VBP,NA,B,NA,0,0,B
have,VBP,NN,DT,Qualitative_Concept,B,NA,0,0,B
an,DT,VBP,JJ,NA,B,NA,0,0,B
extreme,JJ,DT,NN,Qualitative_Concept,B,NA,0,0,B
food,NN,JJ,NN,Food,B,food,0,0,B
poison,NN,NN,CD,Hazardous_or_Poisonous_Substance,B,NA,0,0,B
two,CD,NN,NNS,Quantitative_Concept,B,NA,0,0,B
weeks,NNS,CD,IN,Temporal_Concept,B,NA,5,0,B
before,IN,NNS,PRP$,Temporal_Concept,B,NA,0,0,B
my,PRP$,IN,NN,NA,B,NA,0,0,B
exposre,NN,PRP$,VBG,NA,B,NA,0,0,B
dring,VBG,NN,DT,NA,B,NA,0,0,B
a,DT,VBG,NN,Qualitative_Concept,B,NA,0,0,B
trip,NN,DT,IN,Phenomenon_or_Process,B,NA,4,7,B
in,IN,NN,JJ,Sign_or_Symptom,I,symptom,1,0,I
bolivia.few,JJ,IN,NNS,NA,B,NA,0,0,B
months,NNS,JJ,IN,Temporal_Concept,B,NA,5,0,B
after,IN,NNS,NN,Temporal_Concept,B,NA,0,0,B
i,NN,IN,VBP,NA,B,NA,0,0,B
have,VBP,NN,DT,Qualitative_Concept,B,NA,0,0,B
a,DT,VBP,NN,Qualitative_Concept,B,NA,0,0,B
recrring,NN,DT,NN,NA,B,NA,0,0,B
pain,NN,NN,IN,Sign_or_Symptom,B,symptom,1,0,I
in,IN,NN,DT,Sign_or_Symptom,I,symptom,1,0,I
the,DT,IN,NN,NA,B,NA,0,0,B
leave,NN,DT,NN,NA,B,NA,0,0,B
knee,NN,NN,RB,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B
still,RB,NN,VBZ,NA,B,NA,0,0,B
painfl,VBZ,RB,RB,NA,B,NA,1,0,B
sometimes,RB,VBZ,.,Temporal_Concept,B,NA,0,0,B
.,.,RB,end,NA,B,NA,0,0,B
a,DT,start,NN,Qualitative_Concept,B,NA,0,0,B
year,NN,DT,IN,Temporal_Concept,B,NA,5,0,B
after,IN,NN,DT,Temporal_Concept,B,NA,0,0,B
the,DT,IN,NN,NA,B,NA,0,0,B
exposre,NN,DT,NN,NA,B,NA,0,0,B
i,NN,NN,VBP,NA,B,NA,0,0,B
have,VBP,NN,NN,Qualitative_Concept,B,NA,0,0,B
something,NN,VBP,IN,NA,B,NA,0,0,B
like,IN,NN,NN,Mental_Process,B,NA,0,0,B
kidney,NN,IN,NN,Sign_or_Symptom,B,symptom,3,0,B
stone,NN,NN,NN,Disease_or_Syndrome,I,disease,3,0,I
pain,NN,NN,FW,Sign_or_Symptom,B,symptom,1,0,I
etc,FW,NN,NN,NA,B,NA,0,0,B
bt,NN,FW,NN,NA,B,NA,0,0,B
echography,NN,NN,VBP,Diagnostic_Procedure,B,NA,0,0,B
do,VBP,NN,RB,Qualitative_Concept,B,NA,0,0,B
not,RB,VBP,VB,Qualitative_Concept,I,NA,4,5,B
show,VB,RB,NN,Animal,B,NA,0,0,B
anything,NN,VB,.,NA,B,NA,0,0,B
.,.,NN,end,NA,B,NA,0,0,B
bloodwork,NN,start,NN,NA,B,NA,0,0,B
show,NN,NN,JJ,Animal,B,NA,0,0,B
elevate,JJ,NN,NN,Qualitative_Concept,B,NA,0,0,B
tsh,NN,JJ,NN,NA,B,NA,0,0,B
thogh,NN,NN,NN,NA,B,NA,4,0,B
hypothyroidism,NN,NN,WDT,Disease_or_Syndrome,B,disease,3,0,B
which,WDT,NN,VB,NA,B,NA,0,0,B
be,VB,WDT,VBN,NA,B,NA,0,0,B
ncommon,VBN,VB,IN,NA,B,NA,4,8,B
for,IN,VBN,NN,Qualitative_Concept,B,NA,0,0,B
someone,NN,IN,PRP$,NA,B,NA,0,0,B
my,PRP$,NN,NN,NA,B,NA,0,0,B
age.right,NN,PRP$,RB,NA,B,NA,0,0,B
now,RB,NN,PRP$,Intellectual_Product,B,NA,0,0,B
my,PRP$,RB,NNS,NA,B,NA,0,0,B
symptoms,NNS,PRP$,VB,Sign_or_Symptom,B,symptom,0,0,B
be,VB,NNS,DT,NA,B,NA,0,0,B
a,DT,VB,NN,Qualitative_Concept,B,NA,0,0,B
lot,NN,DT,IN,Qualitative_Concept,I,NA,0,0,B
of,IN,NN,NN,NA,B,NA,0,0,B
blood,NN,IN,IN,Sign_or_Symptom,B,symptom,1,0,B
in,IN,NN,NN,Sign_or_Symptom,I,symptom,1,0,I
stool,NN,IN,IN,Sign_or_Symptom,I,symptom,1,0,I
for,IN,NN,DT,Qualitative_Concept,B,NA,0,0,B
a,DT,IN,JJ,Qualitative_Concept,B,NA,0,0,B
few,JJ,DT,NNS,Quantitative_Concept,B,NA,4,8,B
months,NNS,JJ,RB,Temporal_Concept,B,NA,5,0,B
now,RB,NNS,VBP,Intellectual_Product,B,NA,0,0,B
constipation,VBP,RB,JJ,Sign_or_Symptom,B,symptom,1,0,B
dry,JJ,VBP,NN,Sign_or_Symptom,B,symptom,1,0,B
skin,NN,JJ,NN,Sign_or_Symptom,I,symptom,2,0,B
extreme,NN,NN,NN,Qualitative_Concept,B,NA,0,0,B
fatige,NN,NN,NN,NA,B,NA,3,0,B
alcohol,NN,NN,NN,Finding,B,NA,0,0,B
intolerance,NN,NN,JJ,Finding,I,NA,0,0,B
extreme,JJ,NN,JJ,Qualitative_Concept,B,NA,0,0,B
dandrff,JJ,JJ,JJ,NA,B,NA,3,0,B
white,JJ,JJ,NN,Disease_or_Syndrome,B,disease,0,0,B
tonge,NN,JJ,VBG,NA,B,NA,2,0,B
recrring,VBG,NN,JJ,NA,B,NA,0,0,B
hairline,JJ,VBG,NN,NA,B,NA,0,0,B
spot,NN,JJ,IN,Disease_or_Syndrome,I,disease,0,0,B
in,IN,NN,PRP$,Sign_or_Symptom,I,symptom,1,0,I
my,PRP$,IN,NN,NA,B,NA,0,0,B
neck,NN,PRP$,NN,Sign_or_Symptom,B,symptom,2,0,B
chest,NN,NN,NN,Sign_or_Symptom,B,symptom,1,0,B
pain,NN,NN,JJ,Sign_or_Symptom,B,symptom,1,0,I
i,JJ,NN,VBP,NA,B,NA,0,0,B
think,VBP,JJ,EX,Mental_Process,B,NA,4,8,B
there,EX,VBP,VB,NA,B,NA,0,0,B
be,VB,EX,NNS,NA,B,NA,0,0,B
more.i,NNS,VB,VBP,NA,B,NA,0,0,B
have,VBP,NNS,VB,Qualitative_Concept,B,NA,0,0,B
be,VB,VBP,IN,NA,B,NA,0,0,B
of,IN,VB,JJ,NA,B,NA,0,0,B
corse,JJ,IN,NN,NA,B,NA,0,0,B
test,NN,JJ,IN,Finding,B,NA,2,0,B
for,IN,NN,NN,Qualitative_Concept,B,NA,0,0,B
hiv,NN,IN,NN,Finding,I,NA,3,0,B
mltiple,NN,NN,NN,NA,B,NA,0,0,B
time,NN,NN,NN,Temporal_Concept,B,NA,5,0,B
p,NN,NN,TO,NA,B,NA,0,0,B
to,TO,NN,CD,NA,B,NA,0,0,B
18,CD,TO,NNS,NA,B,NA,0,0,B
months,NNS,CD,VBN,Temporal_Concept,B,NA,5,0,B
post,VBN,NNS,RB,Temporal_Concept,B,NA,0,0,B
exposre.i,RB,VBN,VBP,NA,B,NA,0,0,B
do,VBP,RB,RB,Qualitative_Concept,B,NA,0,0,B
not,RB,VBP,VB,Qualitative_Concept,I,NA,4,5,B
know,VB,RB,WP,Qualitative_Concept,I,NA,0,0,B
what,WP,VB,VB,NA,B,NA,0,0,B
be,VB,WP,JJ,NA,B,NA,0,0,B
wrong,JJ,VB,IN,Qualitative_Concept,B,NA,0,0,B
with,IN,JJ,PRP$,Qualitative_Concept,B,NA,0,0,B
my,PRP$,IN,NNS,NA,B,NA,0,0,B
body.what,NNS,PRP$,VBP,NA,B,NA,0,0,B
do,VBP,NNS,RB,Qualitative_Concept,B,NA,0,0,B
yo,RB,VBP,VB,NA,B,NA,0,0,B
gys,VB,RB,NN,NA,B,NA,0,0,B
think,NN,VB,.,Mental_Process,B,NA,4,8,B
?,.,NN,end,NA,B,NA,0,0,B
lyme,NN,start,.,NA,B,NA,0,0,B
?,.,NN,end,NA,B,NA,0,0,B
any,DT,start,NNS,Qualitative_Concept,B,NA,0,0,B
retrovirses,NNS,DT,.,NA,B,NA,0,0,B
?,.,NNS,NN,NA,B,NA,0,0,B
],NN,.,end,NA,B,NA,0,0,B
[,JJ,start,NN,NA,B,NA,0,0,B
hello,NN,JJ,MD,NA,B,NA,0,0,B
can,MD,NN,NN,Quantitative_Concept,B,NA,4,8,B
anyone,NN,MD,VB,NA,B,NA,0,0,B
help,VB,NN,PRP,Intellectual_Product,B,NA,0,0,B
me,PRP,VB,IN,NA,B,NA,0,0,B
with,IN,PRP,PRP$,Qualitative_Concept,B,NA,0,0,B
my,PRP$,IN,NN,NA,B,NA,0,0,B
condition,NN,PRP$,NN,Qualitative_Concept,B,NA,1,0,B
please,NN,NN,NN,NA,B,NA,0,0,B
i,NN,NN,VBP,Intellectual_Product,B,NA,0,0,B
have,VBP,NN,VBN,Intellectual_Product,I,NA,0,0,B
tremor,VBN,VBP,IN,Disease_or_Syndrome,I,disease,1,0,B
in,IN,VBN,DT,NA,B,NA,0,0,B
all,DT,IN,IN,Quantitative_Concept,B,NA,0,0,B
of,IN,DT,PRP$,NA,B,NA,0,0,B
my,PRP$,IN,NNS,NA,B,NA,0,0,B
mscles,NNS,PRP$,NN,NA,B,NA,0,0,B
body,NN,NNS,WRB,Anatomical_Structure,B,organ,2,0,B
when,WRB,NN,JJ,Temporal_Concept,B,NA,0,0,B
i,JJ,WRB,VBP,Intellectual_Product,B,NA,0,0,B
move,VBP,JJ,PRP,Organism_Function,B,symptom,0,0,B
them,PRP,VBP,RBR,NA,B,NA,0,0,B
finger,RBR,PRP,NN,Body_Location_or_Region,B,organ,2,0,B
hand,NN,RBR,NNS,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B
legs,NNS,NN,RB,Body_Location_or_Region,B,organ,2,0,B
belly,RB,NNS,VBP,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B
tonge,VBP,RB,NN,NA,B,NA,2,0,B
everything,NN,VBP,CC,NA,B,NA,0,0,B
and,CC,NN,PRP,Idea_or_Concept,B,NA,4,0,B
it,PRP,CC,VBP,NA,B,NA,0,0,B
get,VBP,PRP,JJR,NA,B,NA,0,0,B
worse,JJR,VBP,WRB,Finding,B,NA,0,0,B
when,WRB,JJR,NN,Temporal_Concept,B,NA,0,0,B
im,NN,WRB,NN,NA,B,NA,0,0,B
tire,NN,NN,WRB,Spatial_Concept,B,NA,1,0,B
when,WRB,NN,NN,Temporal_Concept,B,NA,0,0,B
rest,NN,WRB,RB,Daily_or_Recreational_Activity,B,normal_activity,0,0,B
not,RB,NN,VB,Functional_Concept,B,NA,4,5,B
move,VB,RB,NN,Organism_Function,B,symptom,0,0,B
nothing,NN,VB,RB,Finding,B,NA,4,5,B
happen,RB,NN,VB,Activity,B,NA,0,0,B
ihave,VB,RB,DT,NA,B,NA,0,0,B
this,DT,VB,NN,Eukaryote,B,NA,0,0,B
condition,NN,DT,IN,Qualitative_Concept,B,NA,1,0,B
since,IN,NN,NN,Temporal_Concept,B,NA,0,0,B
i,NN,IN,VB,Intellectual_Product,B,NA,0,0,B
be,VB,NN,CD,NA,B,NA,0,0,B
15yo,CD,VB,CC,NA,B,NA,0,0,B
or,CC,CD,NN,NA,B,NA,0,0,B
something,NN,CC,PRP,NA,B,NA,0,0,B
it,PRP,NN,VB,NA,B,NA,0,0,B
be,VB,PRP,RB,NA,B,NA,0,0,B
not,RB,VB,RB,Functional_Concept,B,NA,4,5,B
so,RB,RB,RB,NA,B,NA,0,0,B
obvios,RB,RB,RB,NA,B,NA,0,0,B
back,RB,RB,RB,Body_Location_or_Region,B,organ,2,0,B
then,RB,RB,PRP,Temporal_Concept,B,NA,0,0,B
it,PRP,RB,VB,NA,B,NA,0,0,B
be,VB,PRP,JJ,NA,B,NA,0,0,B
clear,JJ,VB,RB,Qualitative_Concept,B,NA,0,0,B
only,RB,JJ,WRB,Quantitative_Concept,B,NA,0,0,B
when,WRB,RB,JJ,Temporal_Concept,B,NA,0,0,B
i,JJ,WRB,NN,Intellectual_Product,B,NA,0,0,B
lift,NN,JJ,VBD,Medical_Device,B,device,0,0,B
weight,VBD,NN,RB,Quantitative_Concept,B,NA,0,0,B
im,RB,VBD,CD,NA,B,NA,0,0,B
25yo,CD,RB,JJ,NA,B,NA,0,0,B
nowi,JJ,CD,NN,NA,B,NA,0,0,B
se,NN,JJ,NN,NA,B,NA,0,0,B
propranolol,NN,NN,PRP,Pharmacologic_Substance,B,NA,0,0,B
it,PRP,NN,VBZ,NA,B,NA,0,0,B
help,VBZ,PRP,RB,Intellectual_Product,B,NA,0,0,B
only,RB,VBZ,DT,Quantitative_Concept,B,NA,0,0,B
a,DT,RB,JJ,Intellectual_Product,I,NA,0,0,B
little,JJ,DT,NN,Intellectual_Product,I,NA,4,4,B
bite,NN,JJ,NN,Injury_or_Poisoning,B,injury,0,0,B
i,NN,NN,VBP,Intellectual_Product,B,NA,0,0,B
go,VBP,NN,TO,NA,B,NA,0,0,B
to,TO,VBP,RB,NA,B,NA,0,0,B
first,RB,TO,VB,Quantitative_Concept,B,NA,0,0,B
nerologist,VB,RB,PRP,NA,B,NA,0,0,B
he,PRP,VB,VB,NA,B,NA,0,0,B
say,VB,PRP,JJ,NA,B,NA,0,0,B
i,JJ,VB,VB,Intellectual_Product,B,NA,0,0,B
be,VB,JJ,JJ,NA,B,NA,0,0,B
jst,JJ,VB,JJ,NA,B,NA,0,0,B
nervos,JJ,JJ,NN,NA,B,NA,0,0,B
i,NN,JJ,VBP,Intellectual_Product,B,NA,0,0,B
tell,VBP,NN,PRP,NA,B,NA,0,0,B
him,PRP,VBP,RB,NA,B,NA,0,0,B
i,RB,PRP,VB,Intellectual_Product,B,NA,0,0,B
be,VB,RB,RB,NA,B,NA,0,0,B
not,RB,VB,PRP,Functional_Concept,B,NA,4,5,B
he,PRP,RB,VB,NA,B,NA,0,0,B
insist,VB,PRP,VB,NA,B,NA,0,0,B
give,VB,VB,PRP,Functional_Concept,B,NA,0,0,B
me,PRP,VB,JJ,NA,B,NA,0,0,B
stress,JJ,PRP,NN,Finding,B,NA,4,3,B
medicine,NN,JJ,CC,Biomedical_Occupation_or_Discipline,B,NA,0,0,B
and,CC,NN,NNS,Idea_or_Concept,B,NA,4,0,B
vitamins,NNS,CC,WDT,Vitamin,B,NA,0,0,B
which,WDT,NNS,VBP,NA,B,NA,0,0,B
didnt,VBP,WDT,NN,NA,B,NA,0,0,B
work,NN,VBP,IN,Occupational_Activity,B,NA,0,0,B
at,IN,NN,DT,NA,B,NA,0,0,B
all,DT,IN,JJ,Quantitative_Concept,B,NA,0,0,B
second,JJ,DT,NN,Quantitative_Concept,B,NA,5,0,B
doctor,NN,JJ,VB,Professional_or_Occupational_Group,B,NA,0,0,B
tell,VB,NN,PRP,NA,B,NA,0,0,B
me,PRP,VB,TO,NA,B,NA,0,0,B
to,TO,PRP,VB,NA,B,NA,0,0,B
do,VB,TO,VB,NA,B,NA,0,0,B
mri,VB,VB,JJ,Diagnostic_Procedure,B,NA,0,0,B
scan,JJ,VB,CC,Diagnostic_Procedure,I,NA,4,8,B
and,CC,JJ,JJ,Idea_or_Concept,B,NA,4,0,B
blood,JJ,CC,NN,Laboratory_Procedure,B,NA,2,0,B
test,NN,JJ,NN,Laboratory_Procedure,I,NA,2,0,B
everything,NN,NN,VB,NA,B,NA,0,0,B
be,VB,NN,JJ,NA,B,NA,0,0,B
fine,JJ,VB,PRP,Qualitative_Concept,B,NA,4,9,B
he,PRP,JJ,VB,NA,B,NA,0,0,B
tell,VB,PRP,PRP,NA,B,NA,0,0,B
me,PRP,VB,IN,NA,B,NA,0,0,B
that,IN,PRP,PRP,NA,B,NA,0,0,B
it,PRP,IN,VB,NA,B,NA,0,0,B
be,VB,PRP,JJ,NA,B,NA,0,0,B
essential,JJ,VB,NN,Disease_or_Syndrome,B,disease,0,0,B
tremor,NN,JJ,CC,Disease_or_Syndrome,I,disease,1,0,B
and,CC,NN,VB,Idea_or_Concept,B,NA,4,0,B
give,VB,CC,PRP,Functional_Concept,B,NA,0,0,B
me,PRP,VB,NNS,NA,B,NA,0,0,B
parkinsons,NNS,PRP,VBP,Disease_or_Syndrome,B,disease,0,0,B
disease,VBP,NNS,JJ,Disease_or_Syndrome,I,disease,0,0,B
medicine,JJ,VBP,RB,Biomedical_Occupation_or_Discipline,B,NA,0,0,B
instead,RB,JJ,IN,NA,B,NA,2,0,B
of,IN,RB,NN,NA,B,NA,0,0,B
propranolol,NN,IN,WDT,Pharmacologic_Substance,B,NA,0,0,B
which,WDT,NN,VBP,NA,B,NA,0,0,B
make,VBP,WDT,PRP,Intellectual_Product,B,NA,0,0,B
it,PRP,VBP,RB,NA,B,NA,0,0,B
even,RB,PRP,RBR,NA,B,NA,0,0,B
worst,RBR,RB,RB,Qualitative_Concept,B,NA,0,0,B
then,RB,RBR,IN,Temporal_Concept,B,NA,0,0,B
if,IN,RB,VBN,NA,B,NA,0,0,B
im,VBN,IN,RB,NA,B,NA,0,0,B
not,RB,VBN,VBG,Functional_Concept,B,NA,4,5,B
sing,VBG,RB,NN,Individual_Behavior,B,NA,1,0,B
propranolol,NN,VBG,IN,Pharmacologic_Substance,B,NA,0,0,B
at,IN,NN,DT,NA,B,NA,0,0,B
all,DT,IN,VBP,Quantitative_Concept,B,NA,0,0,B
im,VBP,DT,RB,NA,B,NA,0,0,B
really,RB,VBP,VBN,NA,B,NA,0,0,B
confsed,VBN,RB,WP,NA,B,NA,0,0,B
what,WP,VBN,VB,NA,B,NA,0,0,B
be,VB,WP,DT,NA,B,NA,0,0,B
the,DT,VB,NN,NA,B,NA,0,0,B
name,NN,DT,IN,Intellectual_Product,B,NA,0,0,B
for,IN,NN,PRP$,Qualitative_Concept,B,NA,0,0,B
my,PRP$,IN,NN,NA,B,NA,0,0,B
condition,NN,PRP$,.,Qualitative_Concept,B,NA,1,0,B
?,.,NN,end,NA,B,NA,0,0,B
im,NN,start,RB,NA,B,NA,0,0,B
not,RB,NN,VB,Functional_Concept,B,NA,4,5,B
convince,VB,RB,PRP,NA,B,NA,0,0,B
it,PRP,VB,VB,NA,B,NA,0,0,B
be,VB,PRP,JJ,NA,B,NA,0,0,B
essential,JJ,VB,NN,Disease_or_Syndrome,B,disease,0,0,B
tremor,NN,JJ,MD,Disease_or_Syndrome,I,disease,1,0,B
can,MD,NN,DT,Quantitative_Concept,B,NA,4,8,B
any,DT,MD,CD,Qualitative_Concept,B,NA,0,0,B
one,CD,DT,NN,Quantitative_Concept,B,NA,2,0,B
gide,NN,CD,PRP,NA,B,NA,0,0,B
me,PRP,NN,.,NA,B,NA,0,0,B
?,.,PRP,.,NA,B,NA,0,0,B
?,.,.,.,NA,B,NA,0,0,B
?,.,.,NN,NA,B,NA,0,0,B
],NN,.,end,NA,B,NA,0,0,B
[,JJ,start,NN,NA,B,NA,0,0,B
hello,NN,JJ,EX,NA,B,NA,0,0,B
there,EX,NN,IN,NA,B,NA,0,0,B
for,IN,EX,DT,Qualitative_Concept,B,NA,0,0,B
the,DT,IN,JJ,NA,B,NA,0,0,B
last,JJ,DT,JJ,Qualitative_Concept,B,NA,4,10,B
few,JJ,JJ,NNS,Quantitative_Concept,B,NA,4,8,B
months,NNS,JJ,PRP$,Temporal_Concept,B,NA,5,0,B
my,PRP$,NNS,NN,NA,B,NA,0,0,B
son,NN,PRP$,VB,Family_Group,B,NA,4,12,B
be,VB,NN,JJ,NA,B,NA,0,0,B
act,JJ,VB,RB,Idea_or_Concept,B,NA,0,0,B
very,RB,JJ,JJ,Qualitative_Concept,B,NA,4,0,B
strange,JJ,RB,.,NA,B,NA,4,8,B
.,.,JJ,end,NA,B,NA,0,0,B
he,PRP,start,VB,NA,B,NA,0,0,B
forget,VB,PRP,JJ,Mental_or_Behavioral_Dysfunction,B,symptom,0,0,B
many,JJ,VB,JJ,Quantitative_Concept,B,NA,4,12,B
important,JJ,JJ,NNS,Qualitative_Concept,B,NA,0,0,B
things,NNS,JJ,IN,Entity,B,NA,4,8,B
like,IN,NNS,NN,Mental_Process,B,NA,0,0,B
phone,NN,IN,NNS,Idea_or_Concept,B,NA,0,0,B
nmbers,NNS,NN,WDT,NA,B,NA,0,0,B
which,WDT,NNS,PRP,NA,B,NA,0,0,B
he,PRP,WDT,VBD,NA,B,NA,0,0,B
sed,VBD,PRP,TO,NA,B,NA,0,0,B
to,TO,VBD,VB,NA,B,NA,0,0,B
remember.new,VB,TO,NNS,NA,B,NA,1,0,B
srrondings,NNS,VB,CC,NA,B,NA,0,0,B
and,CC,NNS,JJ,Idea_or_Concept,B,NA,4,0,B
new,JJ,CC,NNS,Qualitative_Concept,B,NA,0,0,B
people,NNS,JJ,VB,Population_Group,B,NA,0,0,B
be,VB,NNS,VBG,NA,B,NA,0,0,B
confsing,VBG,VB,PRP,NA,B,NA,1,0,B
him,PRP,VBG,IN,NA,B,NA,0,0,B
as,IN,PRP,PRP,NA,B,NA,0,0,B
we,PRP,IN,VBP,NA,B,NA,0,0,B
have,VBP,PRP,VBN,Qualitative_Concept,B,NA,0,0,B
move,VBN,VBP,IN,Functional_Concept,B,NA,0,0,B
into,IN,VBN,DT,Functional_Concept,B,NA,0,0,B
a,DT,IN,JJ,NA,B,NA,0,0,B
new,JJ,DT,NN,Qualitative_Concept,B,NA,0,0,B
town.he,NN,JJ,VB,NA,B,NA,0,0,B
be,VB,NN,RB,NA,B,NA,0,0,B
easily,RB,VB,JJ,Qualitative_Concept,B,NA,4,5,B
irritated.he,JJ,RB,VBP,NA,B,NA,0,0,B
say,VBP,JJ,IN,NA,B,NA,0,0,B
that,IN,VBP,PRP,NA,B,NA,0,0,B
he,PRP,IN,VB,NA,B,NA,0,0,B
be,VB,PRP,VBN,NA,B,NA,0,0,B
frstrated,VBN,VB,CC,NA,B,NA,0,0,B
and,CC,VBN,RB,Idea_or_Concept,B,NA,4,0,B
depressed.sddenly,RB,CC,PRP,NA,B,NA,0,0,B
he,PRP,RB,VB,NA,B,NA,0,0,B
be,VB,PRP,RB,NA,B,NA,0,0,B
not,RB,VB,VB,Functional_Concept,B,NA,4,5,B
take,VB,RB,NN,Health_Care_Activity,B,medication,0,0,B
bath,NN,VB,IN,Therapeutic_or_Preventive_Procedure,B,medication,0,0,B
for,IN,NN,NN,Qualitative_Concept,B,NA,0,0,B
weeks.if,NN,IN,NN,NA,B,NA,0,0,B
i,NN,NN,VBP,NA,B,NA,0,0,B
ask,VBP,NN,PRP,NA,B,NA,0,0,B
him,PRP,VBP,VB,NA,B,NA,0,0,B
abot,VB,PRP,PRP,NA,B,NA,0,0,B
it,PRP,VB,PRP,NA,B,NA,0,0,B
he,PRP,PRP,VB,NA,B,NA,0,0,B
say,VB,PRP,PRP,NA,B,NA,0,0,B
he,PRP,VB,VB,NA,B,NA,0,0,B
forget,VB,PRP,.,Mental_or_Behavioral_Dysfunction,B,symptom,0,0,B
!,.,VB,.,NA,B,NA,0,0,B
!,.,.,.,NA,B,NA,0,0,B
!,.,.,end,NA,B,NA,0,0,B
can,MD,start,NN,Quantitative_Concept,B,NA,4,8,B
anyone,NN,MD,VB,NA,B,NA,0,0,B
help,VB,NN,PRP,Qualitative_Concept,B,NA,0,0,B
me,PRP,VB,VB,NA,B,NA,0,0,B
abot,VB,PRP,PRP,NA,B,NA,0,0,B
it,PRP,VB,.,NA,B,NA,0,0,B
.,.,PRP,VB,NA,B,NA,0,0,B
],VB,.,end,NA,B,NA,0,0,B
