word,pos,prepos,nxtpos,ontotag,onto-BIO,onto-predict,dict-tag,dict-score,dict-BIO
moment,NN,CD,PRP$,NA,B,NA,0,0,B
my,PRP$,NN,NN,NA,B,NA,0,0,B
mood,NN,PRP$,MD,Mental_Process,B,NA,0,0,B
will,MD,NN,VB,Mental_Process,B,NA,0,0,B
be,VB,MD,CD,NA,B,NA,0,0,B
one,CD,VB,NN,Quantitative_Concept,B,NA,2,0,B
thing,NN,CD,RB,Finding,I,NA,4,8,B
then,RB,NN,RB,Temporal_Concept,B,NA,4,0,B
il,RB,RB,VB,NA,B,NA,0,0,B
be,VB,RB,NN,NA,B,NA,0,0,B
confuse,NN,VB,CC,Mental_or_Behavioral_Dysfunction,B,symptom,0,0,B
and,CC,NN,RB,Idea_or_Concept,B,NA,4,0,B
just,RB,CC,VB,NA,B,NA,0,0,B
get,VB,RB,JJ,NA,B,NA,0,0,B
sad,JJ,VB,RB,Mental_Process,B,NA,0,0,B
there,RB,JJ,VB,NA,B,NA,4,0,B
be,VB,RB,DT,NA,B,NA,0,0,B
some,DT,VB,JJ,Quantitative_Concept,B,NA,4,8,B
current,JJ,DT,NN,Temporal_Concept,B,NA,0,0,B
issue,NN,JJ,IN,Intellectual_Product,B,NA,2,0,B
with,IN,NN,PRP$,Qualitative_Concept,B,NA,4,0,B
my,PRP$,IN,RB,NA,B,NA,0,0,B
familly,RB,PRP$,DT,NA,B,NA,0,0,B
that,DT,RB,VBP,NA,B,NA,4,0,B
have,VBP,DT,NN,Qualitative_Concept,B,NA,0,0,B
cause,NN,VBP,PRP,Functional_Concept,B,NA,0,0,B
me,PRP,NN,TO,NA,B,NA,0,0,B
to,TO,PRP,RB,NA,B,NA,0,0,B
actually,RB,TO,VB,NA,B,NA,0,0,B
contemplate,VB,RB,NN,NA,B,NA,4,5,B
suicide,NN,VB,PRP,Finding,B,NA,0,0,B
it,PRP,NN,VB,NA,B,NA,0,0,B
get,VB,PRP,IN,NA,B,NA,0,0,B
that,IN,VB,JJ,NA,B,NA,4,0,B
bad,JJ,IN,CC,Qualitative_Concept,B,NA,4,5,B
and,CC,JJ,JJ,Idea_or_Concept,B,NA,4,0,B
i,JJ,CC,RB,NA,B,NA,0,0,B
just,RB,JJ,VBP,NA,B,NA,0,0,B
want,VBP,RB,TO,NA,B,NA,4,8,B
to,TO,VBP,VB,NA,B,NA,0,0,B
know,VB,TO,WRB,NA,B,NA,0,0,B
why,WRB,VB,VB,NA,B,NA,0,0,B
be,VB,WRB,DT,NA,B,NA,0,0,B
this,DT,VB,JJ,Eukaryote,B,NA,4,0,B
happen,JJ,DT,WRB,Activity,B,NA,0,0,B
why,WRB,JJ,VB,NA,B,NA,0,0,B
be,VB,WRB,VBN,NA,B,NA,0,0,B
i,VBN,VB,RB,NA,B,NA,0,0,B
so,RB,VBN,JJ,NA,B,NA,0,0,B
sad,JJ,RB,CC,Mental_Process,B,NA,0,0,B
and,CC,JJ,NN,Idea_or_Concept,B,NA,4,0,B
confuse,NN,CC,NN,Mental_or_Behavioral_Dysfunction,B,symptom,0,0,B
i,NN,NN,VBP,NA,B,NA,0,0,B
think,VBP,NN,IN,Mental_Process,B,NA,4,8,B
of,IN,VBP,NN,Mental_Process,I,NA,0,0,B
get,NN,IN,NN,NA,B,NA,0,0,B
help,NN,NN,IN,Idea_or_Concept,I,NA,0,0,B
with,IN,NN,RB,Qualitative_Concept,B,NA,4,0,B
then,RB,IN,DT,Temporal_Concept,B,NA,4,0,B
the,DT,RB,NN,Temporal_Concept,I,NA,4,0,B
fear,NN,DT,IN,Mental_Process,B,NA,0,0,B
of,IN,NN,VB,Mental_Process,I,NA,0,0,B
be,VB,IN,JJ,NA,B,NA,0,0,B
diagnose,JJ,VB,IN,Finding,B,NA,0,0,B
with,IN,JJ,NN,Qualitative_Concept,B,NA,4,0,B
alot,NN,IN,IN,NA,B,NA,0,0,B
of,IN,NN,JJ,Mental_Process,I,NA,0,0,B
different,JJ,IN,NNS,Qualitative_Concept,B,NA,0,0,B
things,NNS,JJ,VBP,Entity,B,NA,4,8,B
kick,VBP,NNS,IN,NA,B,NA,0,0,B
in,IN,VBP,CC,Temporal_Concept,B,NA,0,0,B
and,CC,IN,VB,Idea_or_Concept,B,NA,4,0,B
i,VB,CC,NN,NA,B,NA,0,0,B
dont,NN,VB,VBP,NA,B,NA,4,8,B
follow,VBP,NN,IN,Intellectual_Product,B,NA,0,0,B
through,IN,VBP,NN,Functional_Concept,B,NA,0,0,B
i,NN,IN,VBP,NA,B,NA,0,0,B
dont,VBP,NN,NN,NA,B,NA,4,8,B
feel,NN,VBP,NN,Mental_Process,B,NA,0,0,B
anything,NN,NN,IN,NA,B,NA,0,0,B
besides,IN,NN,JJ,NA,B,NA,0,0,B
sadness.,JJ,IN,``,NA,B,NA,3,0,B
``,``,JJ,NN,NA,B,NA,0,0,B
],NN,``,end,NA,B,NA,0,0,B
[,NN,start,NN,NA,B,NA,0,0,B
i,NN,NN,VB,NA,B,NA,0,0,B
be,VB,NN,VBN,NA,B,NA,0,0,B
have,VBN,VB,JJ,Qualitative_Concept,B,NA,0,0,B
cough,JJ,VBN,JJ,Sign_or_Symptom,B,symptom,1,0,B
high,JJ,JJ,NN,Sign_or_Symptom,B,symptom,4,3,B
temperature,NN,JJ,RB,Phenomenon_or_Process,I,NA,0,0,B
fever,RB,NN,VBD,Sign_or_Symptom,I,symptom,1,0,B
sweat,VBD,RB,RB,Body_Substance,B,organ,1,0,B
shiver,RB,VBD,VB,Finding,B,NA,1,0,B
be,VB,RB,RP,NA,B,NA,0,0,B
off,RP,VB,PRP$,Qualitative_Concept,B,NA,0,0,B
my,PRP$,RP,NN,NA,B,NA,0,0,B
food,NN,PRP$,CC,Food,B,food,0,0,B
and,CC,NN,VB,Idea_or_Concept,B,NA,4,0,B
feel,VB,CC,RB,Mental_Process,B,NA,0,0,B
generally,RB,VB,UH,Sign_or_Symptom,B,symptom,0,0,B
unwell,UH,RB,.,Sign_or_Symptom,I,symptom,0,0,B
.,.,UH,end,NA,B,NA,0,0,B
headaches,NNS,start,CC,Sign_or_Symptom,B,symptom,1,0,B
and,CC,NNS,NN,Idea_or_Concept,B,NA,4,0,B
ache,NN,CC,CC,Sign_or_Symptom,B,symptom,1,0,B
and,CC,NN,NN,Idea_or_Concept,B,NA,4,0,B
pain,NN,CC,VB,Sign_or_Symptom,B,symptom,1,0,B
be,VB,NN,RB,NA,B,NA,0,0,B
there,RB,VB,.,NA,B,NA,4,0,B
.,.,RB,end,NA,B,NA,0,0,B
i,NN,start,RB,NA,B,NA,0,0,B
usually,RB,NN,VBP,Intellectual_Product,B,NA,4,6,B
make,VBP,RB,JJR,Functional_Concept,B,NA,0,0,B
more,JJR,VBP,NN,Functional_Concept,B,NA,4,7,B
sputum,NN,JJR,.,Body_Substance,B,organ,3,0,B
.,.,NN,end,NA,B,NA,0,0,B
this,DT,start,VB,Eukaryote,B,NA,4,0,B
be,VB,DT,VBN,NA,B,NA,0,0,B
become,VBN,VB,JJ,NA,B,NA,0,0,B
yellow/green,JJ,VBN,NN,NA,B,NA,0,0,B
colour,NN,JJ,CC,Qualitative_Concept,I,NA,0,0,B
and,CC,NN,VB,Idea_or_Concept,B,NA,4,0,B
be,VB,CC,RB,NA,B,NA,0,0,B
sometimes,RB,VB,VBN,Temporal_Concept,B,NA,4,8,B
bloodstained,VBN,RB,.,Body_Substance,B,organ,0,0,B
.,.,VBN,end,NA,B,NA,0,0,B
i,NN,start,VB,NA,B,NA,0,0,B
be,VB,NN,VBN,NA,B,NA,0,0,B
become,VBN,VB,JJ,NA,B,NA,0,0,B
breathless,JJ,VBN,JJ,Sign_or_Symptom,B,symptom,1,0,B
breathe,JJ,JJ,NN,Physiologic_Function,B,symptom,1,0,B
fast,NN,JJ,CC,Qualitative_Concept,B,NA,0,0,B
and,CC,NN,VB,Idea_or_Concept,B,NA,4,0,B
develop,VB,CC,DT,NA,B,NA,4,7,B
a,DT,VB,JJ,NA,B,NA,0,0,B
tight,JJ,DT,NN,Sign_or_Symptom,B,symptom,0,0,B
chest,NN,JJ,.,Body_Location_or_Region,B,organ,2,0,B
.,.,NN,end,NA,B,NA,0,0,B
a,DT,start,JJ,NA,B,NA,0,0,B
sharp,JJ,DT,NN,Sign_or_Symptom,B,symptom,4,3,B
pain,NN,JJ,IN,Sign_or_Symptom,B,symptom,1,0,B
in,IN,NN,DT,NA,B,NA,0,0,B
the,DT,IN,NN,NA,B,NA,4,0,B
side,NN,DT,IN,Spatial_Concept,B,NA,4,1,B
of,IN,NN,DT,NA,B,NA,0,0,B
the,DT,IN,JJS,NA,B,NA,4,0,B
chest,JJS,DT,VB,Body_Location_or_Region,B,organ,2,0,B
be,VB,JJS,VBN,NA,B,NA,0,0,B
develop,VBN,VB,.,NA,B,NA,4,7,B
.,.,VBN,end,NA,B,NA,0,0,B
my,PRP$,start,NN,NA,B,NA,0,0,B
gp,NN,PRP$,VBP,NA,B,NA,0,0,B
hear,VBP,NN,NN,Physiologic_Function,B,symptom,1,0,B
crackle,NN,VBP,IN,Sign_or_Symptom,B,symptom,0,0,B
in,IN,NN,DT,NA,B,NA,0,0,B
the,DT,IN,NN,NA,B,NA,4,0,B
chest,NN,DT,WRB,Body_Location_or_Region,B,organ,2,0,B
when,WRB,NN,NN,Qualitative_Concept,B,NA,0,0,B
listen,NN,WRB,IN,Mental_Process,B,NA,0,0,B
with,IN,NN,DT,Qualitative_Concept,B,NA,4,0,B
a,DT,IN,NN,NA,B,NA,0,0,B
stethoscope.,NN,DT,POS,NA,B,NA,0,0,B
',POS,NN,NN,NA,B,NA,0,0,B
],NN,POS,end,NA,B,NA,0,0,B
[,NN,start,NN,NA,B,NA,0,0,B
i,NN,NN,VBP,NA,B,NA,0,0,B
move,VBP,NN,IN,Organism_Function,B,symptom,0,0,B
in,IN,VBP,DT,NA,B,NA,0,0,B
a,DT,IN,JJ,NA,B,NA,0,0,B
new,JJ,DT,NN,Qualitative_Concept,B,NA,0,0,B
town,NN,JJ,CD,Geographic_Area,B,NA,0,0,B
five,CD,NN,NNS,Quantitative_Concept,B,NA,0,0,B
months,NNS,CD,RB,Temporal_Concept,B,NA,5,0,B
ago,RB,NNS,.,NA,B,NA,4,10,B
.,.,RB,end,NA,B,NA,0,0,B
about,RB,start,CD,Qualitative_Concept,B,NA,0,0,B
5,CD,RB,NNS,NA,B,NA,0,0,B
weeks,NNS,CD,RB,Temporal_Concept,B,NA,5,0,B
ago,RB,NNS,.,NA,B,NA,4,10,B
.,.,RB,end,NA,B,NA,0,0,B
i,NN,start,VB,NA,B,NA,0,0,B
be,VB,NN,JJ,NA,B,NA,0,0,B
allergetic,JJ,VB,TO,NA,B,NA,0,0,B
to,TO,JJ,NN,NA,B,NA,0,0,B
house,NN,TO,NN,Eukaryote,B,NA,0,0,B
dust,NN,NN,NN,Eukaryote,I,NA,0,0,B
mite,NN,NN,.,Eukaryote,I,NA,0,0,B
.,.,NN,end,NA,B,NA,0,0,B
i,NN,start,VBP,NA,B,NA,0,0,B
develop,VBP,NN,RB,NA,B,NA,4,7,B
really,RB,VBP,JJ,NA,B,NA,0,0,B
severe,JJ,RB,NNS,Qualitative_Concept,B,NA,4,2,B
athletes,NNS,JJ,VBP,Disease_or_Syndrome,B,disease,0,0,B
foot,VBP,NNS,RB,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B
now,RB,VBP,RB,Temporal_Concept,B,NA,0,0,B
not,RB,RB,RB,Functional_Concept,B,NA,4,5,B
ever,RB,RB,VBP,Temporal_Concept,B,NA,1,0,B
have,VBP,RB,NNS,Qualitative_Concept,B,NA,0,0,B
athletes,NNS,VBP,VBN,Disease_or_Syndrome,B,disease,0,0,B
foot,VBN,NNS,IN,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B
before,IN,VBN,DT,Temporal_Concept,B,NA,4,10,B
this,DT,IN,VB,Eukaryote,B,NA,4,0,B
be,VB,DT,RB,NA,B,NA,0,0,B
really,RB,VB,VB,NA,B,NA,0,0,B
shock,VB,RB,TO,Pathologic_Function,B,NA,1,0,B
to,TO,VB,PRP,NA,B,NA,0,0,B
me,PRP,TO,.,NA,B,NA,0,0,B
.,.,PRP,end,NA,B,NA,0,0,B
the,DT,start,NN,NA,B,NA,4,0,B
doctor,NN,DT,NN,Professional_or_Occupational_Group,B,NA,6,2,B
prescribe,NN,NN,NN,Health_Care_Activity,B,medication,0,0,B
canesten,NN,NN,JJ,Pharmacologic_Substance,B,NA,0,0,B
hc,JJ,NN,NN,Pharmacologic_Substance,I,NA,0,0,B
cream,NN,JJ,CC,Biomedical_or_Dental_Material,B,device,0,0,B
and,CC,NN,NN,Idea_or_Concept,B,NA,4,0,B
erythromycin,NN,CC,IN,Organic_Chemical,B,NA,0,0,B
as,IN,NN,NN,NA,B,NA,0,0,B
i,NN,IN,VB,NA,B,NA,0,0,B
be,VB,NN,VBN,NA,B,NA,0,0,B
allergic,VBN,VB,TO,Functional_Concept,B,NA,3,0,B
to,TO,VBN,VB,NA,B,NA,0,0,B
penicillin,VB,TO,CC,Organic_Chemical,B,NA,0,0,B
and,CC,VB,PRP,Idea_or_Concept,B,NA,4,0,B
it,PRP,CC,VB,NA,B,NA,0,0,B
be,VB,PRP,RB,NA,B,NA,0,0,B
now,RB,VB,VBP,Temporal_Concept,B,NA,0,0,B
begin,VBP,RB,TO,Temporal_Concept,B,NA,0,0,B
to,TO,VBP,VB,NA,B,NA,0,0,B
feel,VB,TO,JJ,Mental_Process,B,NA,0,0,B
normal,JJ,VB,RB,Qualitative_Concept,B,NA,4,6,B
again,RB,JJ,.,NA,B,NA,0,0,B
.,.,RB,end,NA,B,NA,0,0,B
the,DT,start,NN,NA,B,NA,4,0,B
problem,NN,DT,VB,Finding,B,NA,0,0,B
be,VB,NN,RB,NA,B,NA,0,0,B
now,RB,VB,IN,Temporal_Concept,B,NA,0,0,B
that,IN,RB,NN,NA,B,NA,4,0,B
i,NN,IN,VBP,NA,B,NA,0,0,B
seem,VBP,NN,TO,NA,B,NA,0,0,B
to,TO,VBP,VB,NA,B,NA,0,0,B
have,VB,TO,VB,Qualitative_Concept,B,NA,0,0,B
develop,VB,VB,DT,NA,B,NA,4,7,B
the,DT,VB,JJ,NA,B,NA,4,0,B
same,JJ,DT,IN,Qualitative_Concept,B,NA,0,0,B
as,IN,JJ,WP,NA,B,NA,0,0,B
what,WP,IN,VB,NA,B,NA,0,0,B
be,VB,WP,IN,NA,B,NA,0,0,B
on,IN,VB,PRP$,NA,B,NA,0,0,B
my,PRP$,IN,NN,NA,B,NA,0,0,B
foot,NN,PRP$,IN,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B
on,IN,NN,PRP$,NA,B,NA,0,0,B
my,PRP$,IN,JJ,NA,B,NA,0,0,B
right,JJ,PRP$,NN,Body_Part_Organ_or_Organ_Component,B,organ,4,1,B
hand,NN,JJ,.,Body_Part_Organ_or_Organ_Component,I,organ,2,0,B
.,.,NN,end,NA,B,NA,0,0,B
i,NN,start,VBP,NA,B,NA,0,0,B
go,VBP,NN,RB,NA,B,NA,0,0,B
back,RB,VBP,TO,Body_Location_or_Region,B,organ,4,1,B
to,TO,RB,DT,NA,B,NA,0,0,B
the,DT,TO,NN,NA,B,NA,4,0,B
doctor,NN,DT,CC,Professional_or_Occupational_Group,B,NA,6,2,B
and,CC,NN,PRP,Idea_or_Concept,B,NA,4,0,B
he,PRP,CC,VB,NA,B,NA,0,0,B
give,VB,PRP,PRP,Functional_Concept,B,NA,0,0,B
me,PRP,VB,JJ,NA,B,NA,0,0,B
fucibet,JJ,PRP,NN,Pharmacologic_Substance,B,NA,0,0,B
cream,NN,JJ,CC,Biomedical_or_Dental_Material,B,device,0,0,B
and,CC,NN,VB,Idea_or_Concept,B,NA,4,0,B
tell,VB,CC,PRP,NA,B,NA,0,0,B
me,PRP,VB,TO,NA,B,NA,0,0,B
to,TO,PRP,VB,NA,B,NA,0,0,B
continue,VB,TO,TO,Idea_or_Concept,B,NA,0,0,B
to,TO,VB,VB,NA,B,NA,0,0,B
take,VB,TO,DT,Health_Care_Activity,B,medication,0,0,B
the,DT,VB,NN,NA,B,NA,4,0,B
erythromycin,NN,DT,CC,Organic_Chemical,B,NA,0,0,B
but,CC,NN,NN,Mental_or_Behavioral_Dysfunction,B,symptom,4,0,B
i,NN,CC,VBP,NA,B,NA,0,0,B
have,VBP,NN,RB,Qualitative_Concept,B,NA,0,0,B
only,RB,VBP,VB,Quantitative_Concept,B,NA,0,0,B
be,VB,RB,JJ,NA,B,NA,0,0,B
able,JJ,VB,TO,Finding,B,NA,0,0,B
to,TO,JJ,VB,NA,B,NA,0,0,B
take,VB,TO,CD,Health_Care_Activity,B,medication,0,0,B
2,CD,VB,IN,NA,B,NA,0,0,B
of,IN,CD,DT,NA,B,NA,0,0,B
these,DT,IN,DT,Intellectual_Product,B,NA,4,0,B
a,DT,DT,NN,NA,B,NA,0,0,B
day,NN,DT,RB,Temporal_Concept,B,NA,5,0,B
rather,RB,NN,IN,NA,B,NA,0,0,B
than,IN,RB,DT,NA,B,NA,0,0,B
the,DT,IN,JJ,NA,B,NA,4,0,B
prescribe,JJ,DT,CD,Health_Care_Activity,B,medication,0,0,B
4,CD,JJ,IN,NA,B,NA,0,0,B
as,IN,CD,PRP,NA,B,NA,0,0,B
they,PRP,IN,VB,NA,B,NA,4,0,B
be,VB,PRP,VBG,NA,B,NA,0,0,B
makiing,VBG,VB,DT,NA,B,NA,0,0,B
the,DT,VBG,NN,NA,B,NA,4,0,B
side,NN,DT,IN,Spatial_Concept,B,NA,4,1,B
of,IN,NN,PRP$,NA,B,NA,0,0,B
my,PRP$,IN,NN,NA,B,NA,0,0,B
face,NN,PRP$,NN,Injury_or_Poisoning,B,injury,2,0,B
burn,NN,NN,.,Injury_or_Poisoning,I,injury,0,0,B
.,.,NN,end,NA,B,NA,0,0,B
the,DT,start,NN,NA,B,NA,4,0,B
condition,NN,DT,VB,Qualitative_Concept,B,NA,1,0,B
have,VB,NN,RB,Qualitative_Concept,B,NA,0,0,B
just,RB,VB,VB,NA,B,NA,0,0,B
be,VB,RB,JJ,NA,B,NA,0,0,B
get,JJ,VB,JJR,NA,B,NA,0,0,B
worse,JJR,JJ,CC,Finding,B,NA,4,2,B
and,CC,JJR,JJR,Idea_or_Concept,B,NA,4,0,B
worse,JJR,CC,CC,Finding,B,NA,4,2,B
and,CC,JJR,WRB,Idea_or_Concept,B,NA,4,0,B
when,WRB,CC,NN,Temporal_Concept,B,NA,0,0,B
i,NN,WRB,VBP,NA,B,NA,0,0,B
go,VBP,NN,RB,NA,B,NA,0,0,B
back,RB,VBP,TO,Body_Location_or_Region,B,organ,4,1,B
to,TO,RB,DT,NA,B,NA,0,0,B
the,DT,TO,NN,NA,B,NA,4,0,B
doctor,NN,DT,DT,Professional_or_Occupational_Group,B,NA,6,2,B
the,DT,NN,NN,NA,B,NA,4,0,B
begin,NN,DT,IN,Temporal_Concept,B,NA,0,0,B
of,IN,NN,DT,NA,B,NA,0,0,B
the,DT,IN,NN,NA,B,NA,4,0,B
week,NN,DT,PRP,Temporal_Concept,B,NA,5,0,B
she,PRP,NN,VBP,NA,B,NA,4,13,B
tell,VBP,PRP,PRP,NA,B,NA,0,0,B
me,PRP,VBP,TO,NA,B,NA,0,0,B
to,TO,PRP,VB,NA,B,NA,0,0,B
keep,VB,TO,IN,Functional_Concept,B,NA,0,0,B
use,IN,VB,DT,Intellectual_Product,B,NA,0,0,B
the,DT,IN,NN,NA,B,NA,4,0,B
cream,NN,DT,NN,Biomedical_or_Dental_Material,B,device,0,0,B
prescribe,NN,NN,DT,Health_Care_Activity,B,medication,0,0,B
another,DT,NN,NN,NA,B,NA,0,0,B
lot,NN,DT,IN,Idea_or_Concept,B,NA,0,0,B
of,IN,NN,NN,NA,B,NA,0,0,B
erythromcin,NN,IN,CC,NA,B,NA,0,0,B
and,CC,NN,DT,Idea_or_Concept,B,NA,4,0,B
some,DT,CC,VBP,Quantitative_Concept,B,NA,4,8,B
dermol.,VBP,DT,``,NA,B,NA,0,0,B
``,``,VBP,VB,NA,B,NA,0,0,B
],VB,``,end,NA,B,NA,0,0,B
[,NN,start,NNS,NA,B,NA,0,0,B
i,NNS,NN,VBP,NA,B,NA,0,0,B
have,VBP,NNS,VBN,Qualitative_Concept,B,NA,0,0,B
rheumatoid,VBN,VBP,NN,Disease_or_Syndrome,B,disease,3,0,B
arthritis,NN,VBN,.,Disease_or_Syndrome,I,disease,3,0,I
.,.,NN,end,NA,B,NA,0,0,B
