word,pos,prepos,nxtpos,ontotag,onto-BIO,onto-predict,dict-tag,dict-score,dict-BIO,tag,bio
i,NNS,start,VBP,NA,B,NA,0,0,B,na,B
have,VBP,NNS,DT,Qualitative_Concept,B,NA,0,0,B,na,B
these,DT,VBP,JJ,Intellectual_Product,B,NA,4,0,B,na,B
horrendous,JJ,DT,NN,NA,B,NA,0,0,B,na,B
low,NN,JJ,CC,Qualitative_Concept,B,NA,4,4,B,na,B
but,CC,NN,PRP,Mental_or_Behavioral_Dysfunction,B,symptom,4,0,B,na,B
it,PRP,CC,VB,NA,B,NA,0,0,B,na,B
be,VB,PRP,IN,NA,B,NA,0,0,B,na,B
like,IN,VB,NN,Mental_Process,B,NA,0,0,B,na,B
i,NN,IN,RB,NA,B,NA,0,0,B,na,B
just,RB,NN,VB,NA,B,NA,0,0,B,na,B
have,VB,RB,DT,Qualitative_Concept,B,NA,0,0,B,na,B
a,DT,VB,JJ,NA,B,NA,0,0,B,na,B
complete,JJ,DT,NN,Qualitative_Concept,B,NA,0,0,B,na,B
meltdown,NN,JJ,DT,NA,B,NA,0,0,B,na,B
every,DT,NN,RB,Intellectual_Product,B,NA,4,0,B,na,B
so,RB,DT,RB,NA,B,NA,0,0,B,na,B
often,RB,RB,CC,Temporal_Concept,B,NA,5,0,B,na,B
and,CC,RB,RB,Idea_or_Concept,B,NA,4,0,B,na,B
then,RB,CC,VB,Temporal_Concept,B,NA,4,0,B,na,B
i,VB,RB,VBP,NA,B,NA,0,0,B,na,B
seem,VBP,VB,TO,NA,B,NA,0,0,B,na,B
to,TO,VBP,VB,NA,B,NA,0,0,B,na,B
snap,VB,TO,IN,Biomedical_or_Dental_Material,B,device,0,0,B,na,B
out,IN,VB,IN,Spatial_Concept,B,NA,3,0,B,na,B
of,IN,IN,PRP,NA,B,NA,0,0,B,na,B
it,PRP,IN,IN,NA,B,NA,0,0,B,na,B
at,IN,PRP,DT,NA,B,NA,0,0,B,na,B
the,DT,IN,NN,NA,B,NA,4,0,B,na,B
drop,NN,DT,IN,Quantitative_Concept,B,NA,0,0,B,na,B
of,IN,NN,DT,NA,B,NA,0,0,B,na,B
a,DT,IN,NN,NA,B,NA,0,0,B,na,B
hat,NN,DT,.,Manufactured_Object,B,NA,4,0,B,na,B
.,.,NN,end,NA,B,NA,0,0,B,na,B
i,JJ,start,VBP,NA,B,NA,0,0,B,na,B
feel,VBP,JJ,IN,Mental_Process,B,NA,0,0,B,na,B
like,IN,VBP,DT,Mental_Process,B,NA,0,0,B,na,B
a,DT,IN,NN,NA,B,NA,0,0,B,na,B
bite,NN,DT,IN,Injury_or_Poisoning,B,injury,0,0,B,na,B
of,IN,NN,DT,NA,B,NA,0,0,B,na,B
a,DT,IN,NN,NA,B,NA,0,0,B,na,B
fraud,NN,DT,VBP,Social_Behavior,B,NA,0,0,B,na,B
say,VBP,NN,NN,NA,B,NA,0,0,B,na,B
i,NN,VBP,MD,NA,B,NA,0,0,B,na,B
might,MD,NN,VB,Temporal_Concept,B,NA,0,0,B,na,B
have,VB,MD,JJ,Qualitative_Concept,B,NA,0,0,B,na,B
bipolar,JJ,VB,IN,Spatial_Concept,B,NA,0,0,B,na,B
because,IN,JJ,NN,NA,B,NA,0,0,B,na,B
everybody,NN,IN,NN,NA,B,NA,0,0,B,na,B
i,NN,NN,VBP,NA,B,NA,0,0,B,na,B
tell,VBP,NN,IN,NA,B,NA,0,0,B,na,B
in,IN,VBP,DT,NA,B,NA,0,0,B,na,B
the,DT,IN,NN,NA,B,NA,4,0,B,na,B
hope,NN,DT,IN,Mental_Process,B,NA,0,0,B,na,B
of,IN,NN,NN,NA,B,NA,0,0,B,na,B
support,NN,IN,RB,Health_Care_Activity,B,medication,0,0,B,na,B
just,RB,NN,NN,NA,B,NA,0,0,B,na,B
look,NN,RB,IN,Organism_Attribute,B,NA,0,0,B,na,B
at,IN,NN,PRP,NA,B,NA,0,0,B,na,B
me,PRP,IN,IN,NA,B,NA,0,0,B,na,B
like,IN,PRP,NN,Mental_Process,B,NA,0,0,B,na,B
i,NN,IN,VB,NA,B,NA,0,0,B,na,B
be,VB,NN,VBP,NA,B,NA,0,0,B,na,B
make,VBP,VB,PRP,Intellectual_Product,B,NA,0,0,B,na,B
it,PRP,VBP,RP,NA,B,NA,0,0,B,na,B
up,RP,PRP,.,NA,B,NA,0,0,B,na,B
.,.,RP,end,NA,B,NA,0,0,B,na,B
have,VB,start,NN,Qualitative_Concept,B,NA,0,0,B,na,B
anyone,NN,VB,RB,NA,B,NA,0,0,B,na,B
else,RB,NN,VBD,Finding,B,NA,0,0,B,na,B
felt,VBD,RB,IN,NA,B,NA,0,0,B,na,B
like,IN,VBD,DT,Mental_Process,B,NA,0,0,B,na,B
this,DT,IN,.,Eukaryote,B,NA,4,0,B,na,B
.,.,DT,end,NA,B,NA,0,0,B,na,B
my,PRP$,start,NNS,NA,B,NA,0,0,B,na,B
symptoms,NNS,PRP$,VB,Sign_or_Symptom,B,symptom,0,0,B,na,B
be,VB,NNS,VBN,NA,B,NA,0,0,B,na,B
mild,VBN,VB,JJ,Qualitative_Concept,B,NA,0,0,B,na,B
compare,JJ,VBN,TO,Activity,B,NA,0,0,B,na,B
to,TO,JJ,NNS,NA,B,NA,0,0,B,na,B
others,NNS,TO,RB,Finding,B,NA,4,0,B,na,B
maybe,RB,NNS,VB,Finding,B,NA,0,0,B,na,B
i,VB,RB,MD,NA,B,NA,0,0,B,na,B
should,MD,VB,RB,NA,B,NA,2,0,B,na,B
just,RB,MD,VB,NA,B,NA,0,0,B,na,B
get,VB,RB,DT,NA,B,NA,0,0,B,na,B
a,DT,VB,NN,NA,B,NA,0,0,B,na,B
grip,NN,DT,.,Organism_Function,B,symptom,0,0,B,na,B
?,.,NN,'',NA,B,NA,0,0,B,na,B
'','',.,NN,NA,B,NA,0,0,B,na,B
],NN,'',end,NA,B,NA,0,0,B,na,B
[,JJ,start,NN,NA,B,NA,0,0,B,na,B
hello,NN,JJ,MD,NA,B,NA,0,0,B,na,B
can,MD,NN,NN,Quantitative_Concept,B,NA,4,8,B,na,B
anyone,NN,MD,VB,NA,B,NA,0,0,B,na,B
help,VB,NN,PRP,Intellectual_Product,B,NA,0,0,B,na,B
me,PRP,VB,IN,NA,B,NA,0,0,B,na,B
with,IN,PRP,PRP$,Qualitative_Concept,B,NA,4,0,B,na,B
my,PRP$,IN,NN,NA,B,NA,0,0,B,na,B
condition,NN,PRP$,NN,Qualitative_Concept,B,NA,1,0,B,na,B
pleasei,NN,NN,VBP,NA,B,NA,0,0,B,na,B
have,VBP,NN,VBN,Intellectual_Product,B,NA,0,0,B,na,B
tremor,VBN,VBP,IN,Disease_or_Syndrome,I,disease,1,0,B,na,B
in,IN,VBN,DT,NA,B,NA,0,0,B,na,B
all,DT,IN,IN,Quantitative_Concept,B,NA,0,0,B,na,B
of,IN,DT,PRP$,NA,B,NA,0,0,B,na,B
my,PRP$,IN,NN,NA,B,NA,0,0,B,na,B
muscle,NN,PRP$,NN,Tissue,B,NA,2,0,B,na,B
body,NN,NN,WRB,Anatomical_Structure,B,organ,2,0,B,na,B
when,WRB,NN,JJ,Temporal_Concept,B,NA,0,0,B,na,B
i,JJ,WRB,VBP,NA,B,NA,0,0,B,na,B
move,VBP,JJ,PRP,Organism_Function,B,symptom,0,0,B,na,B
them,PRP,VBP,RBR,NA,B,NA,4,0,B,na,B
finger,RBR,PRP,NN,Body_Location_or_Region,B,organ,2,0,B,na,B
hand,NN,RBR,NNS,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B,na,B
legs,NNS,NN,RB,Body_Location_or_Region,B,organ,2,0,B,na,B
belly,RB,NNS,VBP,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B,na,B
tongue,VBP,RB,NN,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B,na,B
everything,NN,VBP,CC,NA,B,NA,0,0,B,na,B
and,CC,NN,PRP,Idea_or_Concept,B,NA,4,0,B,na,B
it,PRP,CC,VBP,NA,B,NA,0,0,B,na,B
get,VBP,PRP,JJR,NA,B,NA,0,0,B,na,B
worse,JJR,VBP,WRB,Finding,B,NA,4,2,B,na,B
when,WRB,JJR,NN,Temporal_Concept,B,NA,0,0,B,na,B
im,NN,WRB,NN,NA,B,NA,0,0,B,na,B
tire,NN,NN,WRB,Spatial_Concept,B,NA,1,0,B,na,B
when,WRB,NN,NN,Temporal_Concept,B,NA,0,0,B,na,B
rest,NN,WRB,RB,Daily_or_Recreational_Activity,B,normal_activity,0,0,B,na,B
not,RB,NN,VB,Functional_Concept,B,NA,4,5,B,na,B
move,VB,RB,NN,Organism_Function,B,symptom,0,0,B,na,B
nothing,NN,VB,NN,Finding,B,NA,4,5,B,na,B
happensihave,NN,NN,DT,NA,B,NA,0,0,B,na,B
this,DT,NN,NN,Eukaryote,B,NA,4,0,B,na,B
condition,NN,DT,IN,Qualitative_Concept,B,NA,1,0,B,na,B
since,IN,NN,NN,Temporal_Concept,B,NA,0,0,B,na,B
i,NN,IN,VB,NA,B,NA,0,0,B,na,B
be,VB,NN,CD,NA,B,NA,0,0,B,na,B
15yo,CD,VB,CC,NA,B,NA,0,0,B,na,B
or,CC,CD,NN,NA,B,NA,0,0,B,na,B
something,NN,CC,PRP,NA,B,NA,0,0,B,na,B
it,PRP,NN,VB,NA,B,NA,0,0,B,na,B
be,VB,PRP,RB,NA,B,NA,0,0,B,na,B
not,RB,VB,RB,Functional_Concept,B,NA,4,5,B,na,B
so,RB,RB,JJ,NA,B,NA,0,0,B,na,B
obvious,JJ,RB,RB,NA,B,NA,0,0,B,na,B
back,RB,JJ,RB,Body_Location_or_Region,B,organ,4,1,B,na,B
then,RB,RB,PRP,Temporal_Concept,B,NA,4,0,B,na,B
it,PRP,RB,VB,NA,B,NA,0,0,B,na,B
be,VB,PRP,JJ,NA,B,NA,0,0,B,na,B
clear,JJ,VB,RB,Qualitative_Concept,B,NA,0,0,B,na,B
only,RB,JJ,WRB,Quantitative_Concept,B,NA,0,0,B,na,B
when,WRB,RB,JJ,Temporal_Concept,B,NA,0,0,B,na,B
i,JJ,WRB,NN,NA,B,NA,0,0,B,na,B
lift,NN,JJ,VBD,Medical_Device,B,device,0,0,B,na,B
weight,VBD,NN,RB,Quantitative_Concept,B,NA,0,0,B,na,B
im,RB,VBD,CD,NA,B,NA,0,0,B,na,B
25yo,CD,RB,NNS,NA,B,NA,0,0,B,na,B
nowi,NNS,CD,VBP,NA,B,NA,0,0,B,na,B
use,VBP,NNS,NN,Intellectual_Product,B,NA,0,0,B,na,B
propranolol,NN,VBP,PRP,Pharmacologic_Substance,B,NA,6,1,B,na,B
it,PRP,NN,VBZ,NA,B,NA,0,0,B,na,B
help,VBZ,PRP,RB,Intellectual_Product,B,NA,0,0,B,na,B
only,RB,VBZ,DT,Quantitative_Concept,B,NA,0,0,B,na,B
a,DT,RB,JJ,Intellectual_Product,I,NA,0,0,B,na,B
little,JJ,DT,NN,Intellectual_Product,I,NA,4,4,B,na,B
bite,NN,JJ,NN,Injury_or_Poisoning,B,injury,0,0,B,na,B
i,NN,NN,VBP,NA,B,NA,0,0,B,na,B
go,VBP,NN,TO,NA,B,NA,0,0,B,na,B
to,TO,VBP,RB,NA,B,NA,0,0,B,na,B
first,RB,TO,VB,Quantitative_Concept,B,NA,0,0,B,na,B
neurologist,VB,RB,PRP,Professional_or_Occupational_Group,B,NA,0,0,B,na,B
he,PRP,VB,VB,NA,B,NA,0,0,B,na,B
say,VB,PRP,JJ,NA,B,NA,0,0,B,na,B
i,JJ,VB,VB,NA,B,NA,0,0,B,na,B
be,VB,JJ,RB,NA,B,NA,0,0,B,na,B
just,RB,VB,JJ,NA,B,NA,0,0,B,na,B
nervous,JJ,RB,NNS,Sign_or_Symptom,B,symptom,1,0,B,na,B
i,NNS,JJ,VBP,NA,B,NA,0,0,B,na,B
tell,VBP,NNS,PRP,NA,B,NA,0,0,B,na,B
him,PRP,VBP,RB,NA,B,NA,0,0,B,na,B
i,RB,PRP,VB,NA,B,NA,0,0,B,na,B
be,VB,RB,JJ,NA,B,NA,0,0,B,na,B
nothe,JJ,VB,NN,NA,B,NA,0,0,B,na,B
insist,NN,JJ,VB,NA,B,NA,0,0,B,na,B
give,VB,NN,PRP,Functional_Concept,B,NA,0,0,B,na,B
me,PRP,VB,JJ,NA,B,NA,0,0,B,na,B
stress,JJ,PRP,NN,Finding,B,NA,4,3,B,na,B
medicine,NN,JJ,CC,Biomedical_Occupation_or_Discipline,B,NA,6,1,B,na,B
and,CC,NN,NNS,Idea_or_Concept,B,NA,4,0,B,na,B
vitamins,NNS,CC,WDT,Vitamin,B,NA,6,1,B,na,B
which,WDT,NNS,VBP,NA,B,NA,0,0,B,na,B
didnt,VBP,WDT,NN,NA,B,NA,0,0,B,na,B
work,NN,VBP,IN,Occupational_Activity,B,NA,0,0,B,na,B
at,IN,NN,DT,NA,B,NA,0,0,B,na,B
all,DT,IN,JJ,Quantitative_Concept,B,NA,0,0,B,na,B
second,JJ,DT,NN,Quantitative_Concept,B,NA,4,0,B,na,B
doctor,NN,JJ,VB,Professional_or_Occupational_Group,B,NA,0,0,B,na,B
tell,VB,NN,PRP,NA,B,NA,0,0,B,na,B
me,PRP,VB,TO,NA,B,NA,0,0,B,na,B
to,TO,PRP,VB,NA,B,NA,0,0,B,na,B
do,VB,TO,VB,NA,B,NA,0,0,B,na,B
mri,VB,VB,JJ,Diagnostic_Procedure,B,NA,0,0,B,na,B
scan,JJ,VB,CC,Diagnostic_Procedure,I,NA,6,3,B,na,B
and,CC,JJ,JJ,Idea_or_Concept,B,NA,4,0,B,na,B
blood,JJ,CC,NN,Laboratory_Procedure,B,NA,6,3,B,na,B
test,NN,JJ,NN,Laboratory_Procedure,I,NA,6,3,I,na,B
everything,NN,NN,VB,NA,B,NA,0,0,B,na,B
be,VB,NN,JJ,NA,B,NA,0,0,B,na,B
fine,JJ,VB,PRP,Qualitative_Concept,B,NA,4,9,B,na,B
he,PRP,JJ,VB,NA,B,NA,0,0,B,na,B
tell,VB,PRP,PRP,NA,B,NA,0,0,B,na,B
me,PRP,VB,IN,NA,B,NA,0,0,B,na,B
that,IN,PRP,PRP,NA,B,NA,4,0,B,na,B
it,PRP,IN,VB,NA,B,NA,0,0,B,na,B
be,VB,PRP,JJ,NA,B,NA,0,0,B,na,B
essential,JJ,VB,NN,Disease_or_Syndrome,B,disease,0,0,B,na,B
tremor,NN,JJ,CC,Disease_or_Syndrome,I,disease,1,0,B,na,B
and,CC,NN,VB,Idea_or_Concept,B,NA,4,0,B,na,B
give,VB,CC,PRP,Functional_Concept,B,NA,0,0,B,na,B
me,PRP,VB,NNS,NA,B,NA,0,0,B,na,B
parkinsons,NNS,PRP,VBP,Disease_or_Syndrome,B,disease,0,0,B,na,B
disease,VBP,NNS,JJ,Disease_or_Syndrome,I,disease,0,0,B,na,B
medicine,JJ,VBP,RB,Biomedical_Occupation_or_Discipline,B,NA,6,1,B,na,B
instead,RB,JJ,IN,NA,B,NA,2,0,B,na,B
of,IN,RB,NN,NA,B,NA,0,0,B,na,B
propranolol,NN,IN,WDT,Pharmacologic_Substance,B,NA,6,1,B,na,B
which,WDT,NN,VBP,NA,B,NA,0,0,B,na,B
make,VBP,WDT,PRP,Intellectual_Product,B,NA,0,0,B,na,B
it,PRP,VBP,RB,NA,B,NA,0,0,B,na,B
even,RB,PRP,RBR,NA,B,NA,0,0,B,na,B
worst,RBR,RB,RB,Qualitative_Concept,B,NA,4,2,B,na,B
then,RB,RBR,IN,Temporal_Concept,B,NA,4,0,B,na,B
if,IN,RB,NNS,NA,B,NA,0,0,B,na,B
im,NNS,IN,RB,NA,B,NA,0,0,B,na,B
not,RB,NNS,VB,Functional_Concept,B,NA,4,5,B,na,B
use,VB,RB,NN,Intellectual_Product,B,NA,0,0,B,na,B
propranolol,NN,VB,IN,Pharmacologic_Substance,B,NA,6,1,B,na,B
at,IN,NN,DT,NA,B,NA,0,0,B,na,B
all,DT,IN,VBP,Quantitative_Concept,B,NA,0,0,B,na,B
im,VBP,DT,RB,NA,B,NA,0,0,B,na,B
really,RB,VBP,VB,NA,B,NA,0,0,B,na,B
confuse,VB,RB,WP,Mental_or_Behavioral_Dysfunction,B,symptom,0,0,B,na,B
what,WP,VB,VB,NA,B,NA,0,0,B,na,B
be,VB,WP,DT,NA,B,NA,0,0,B,na,B
the,DT,VB,NN,NA,B,NA,4,0,B,na,B
name,NN,DT,IN,Intellectual_Product,B,NA,0,0,B,na,B
for,IN,NN,PRP$,Qualitative_Concept,B,NA,0,0,B,na,B
my,PRP$,IN,NN,NA,B,NA,0,0,B,na,B
condition,NN,PRP$,.,Qualitative_Concept,B,NA,1,0,B,na,B
?,.,NN,end,NA,B,NA,0,0,B,na,B
im,NN,start,RB,NA,B,NA,0,0,B,na,B
not,RB,NN,VB,Functional_Concept,B,NA,4,5,B,na,B
convince,VB,RB,PRP,NA,B,NA,0,0,B,na,B
it,PRP,VB,VB,NA,B,NA,0,0,B,na,B
be,VB,PRP,JJ,NA,B,NA,0,0,B,na,B
essential,JJ,VB,JJ,Disease_or_Syndrome,B,disease,0,0,B,na,B
tremorcan,JJ,JJ,DT,NA,B,NA,1,0,B,na,B
any,DT,JJ,CD,Qualitative_Concept,B,NA,0,0,B,na,B
one,CD,DT,NN,Quantitative_Concept,B,NA,2,0,B,na,B
guide,NN,CD,PRP,Manufactured_Object,B,NA,0,0,B,na,B
me,PRP,NN,.,NA,B,NA,0,0,B,na,B
?,.,PRP,.,NA,B,NA,0,0,B,na,B
?,.,.,.,NA,B,NA,0,0,B,na,B
?,.,.,'',NA,B,NA,0,0,B,na,B
','',.,NN,NA,B,NA,0,0,B,na,B
],NN,'',end,NA,B,NA,0,0,B,na,B
[,JJ,start,NN,NA,B,NA,0,0,B,na,B
hello,NN,JJ,NN,NA,B,NA,0,0,B,na,B
everyone,NN,NN,.,NA,B,NA,4,0,B,na,B
!,.,NN,end,NA,B,NA,0,0,B,na,B
i,NN,start,VB,NA,B,NA,0,0,B,na,B
be,VB,NN,CD,NA,B,NA,0,0,B,na,B
15,CD,VB,NNS,NA,B,NA,0,0,B,na,B
years,NNS,CD,JJ,Temporal_Concept,B,NA,5,0,B,na,B
old,JJ,NNS,JJ,Temporal_Concept,B,NA,4,14,B,na,B
male,JJ,JJ,NN,Organism_Attribute,B,NA,4,12,B,na,B
hypochondriac,NN,JJ,CC,NA,B,NA,0,0,B,na,B
and,CC,NN,RB,Idea_or_Concept,B,NA,4,0,B,na,B
recently,RB,CC,NNS,Temporal_Concept,B,NA,5,0,B,na,B
i,NNS,RB,VBP,NA,B,NA,0,0,B,na,B
have,VBP,NNS,VB,Qualitative_Concept,B,NA,0,0,B,na,B
be,VB,VBP,VBN,NA,B,NA,0,0,B,na,B
feel,VBN,VB,JJ,Mental_Process,B,NA,0,0,B,na,B
terrible,JJ,VBN,.,Qualitative_Concept,B,NA,4,2,B,na,B
.,.,JJ,end,NA,B,NA,0,0,B,na,B
i,JJ,start,RB,NA,B,NA,0,0,B,na,B
notice,RB,JJ,VBP,NA,B,NA,0,0,B,na,B
swell,VBP,RB,JJ,Pathologic_Function,B,NA,1,0,B,na,B
lymph,JJ,VBP,NN,Body_Substance,B,organ,0,0,B,na,B
nod,NN,JJ,IN,NA,B,NA,0,0,B,na,B
in,IN,NN,PRP$,NA,B,NA,0,0,B,na,B
my,PRP$,IN,NN,NA,B,NA,0,0,B,na,B
groin,NN,PRP$,NN,Body_Location_or_Region,B,organ,2,0,B,na,B
neck,NN,NN,WDT,Body_Location_or_Region,B,organ,2,0,B,na,B
which,WDT,NN,VBD,NA,B,NA,0,0,B,na,B
kinda,VBD,WDT,JJ,NA,B,NA,0,0,B,na,B
disappear,JJ,VBD,IN,NA,B,NA,0,0,B,na,B
under,IN,JJ,NN,Spatial_Concept,B,NA,0,0,B,na,B
jaw,NN,IN,CC,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B,na,B
and,CC,NN,IN,Idea_or_Concept,B,NA,4,0,B,na,B
under,IN,CC,PRP$,Spatial_Concept,B,NA,0,0,B,na,B
my,PRP$,IN,NN,NA,B,NA,0,0,B,na,B
armpit,NN,PRP$,.,Body_Location_or_Region,B,organ,0,0,B,na,B
.,.,NN,end,NA,B,NA,0,0,B,na,B
i,NNS,start,VBP,NA,B,NA,0,0,B,na,B
have,VBP,NNS,VB,Qualitative_Concept,B,NA,0,0,B,na,B
be,VB,VBP,VBP,NA,B,NA,0,0,B,na,B
have,VBP,VB,PRP,Qualitative_Concept,B,NA,0,0,B,na,B
them,PRP,VBP,IN,NA,B,NA,4,0,B,na,B
for,IN,PRP,RB,Qualitative_Concept,B,NA,0,0,B,na,B
quite,RB,IN,DT,Intellectual_Product,B,NA,0,0,B,na,B
a,DT,RB,NN,Intellectual_Product,I,NA,0,0,B,na,B
lot,NN,DT,IN,Intellectual_Product,I,NA,0,0,B,na,B
of,IN,NN,NN,Qualitative_Concept,I,NA,0,0,B,na,B
time,NN,IN,NN,Temporal_Concept,B,NA,5,0,B,na,B
something,NN,NN,IN,NA,B,NA,0,0,B,na,B
like,IN,NN,CD,Mental_Process,B,NA,0,0,B,na,B
3,CD,IN,NNS,NA,B,NA,0,0,B,na,B
years,NNS,CD,CC,Temporal_Concept,B,NA,5,0,B,na,B
and,CC,NNS,PRP,Idea_or_Concept,B,NA,4,0,B,na,B
they,PRP,CC,VB,NA,B,NA,4,0,B,na,B
be,VB,PRP,JJ,NA,B,NA,0,0,B,na,B
hard,JJ,VB,JJ,Qualitative_Concept,B,NA,4,2,B,na,B
