word,pos,prepos,nxtpos,ontotag,onto-BIO,onto-predict,dict-tag,dict-score,dict-BIO
bipolar,JJ,VBP,NN,Mental_or_Behavioral_Dysfunction,B,symptom,0,0,B
depression,NN,JJ,RB,Mental_or_Behavioral_Dysfunction,I,symptom,1,0,B
surely,RB,NN,CD,NA,B,NA,0,0,B
100mg,CD,RB,VB,NA,B,NA,4,11,B
be,VB,CD,RB,NA,B,NA,0,0,B
too,RB,VB,JJ,Finding,B,NA,0,0,B
low,JJ,RB,.,Finding,I,NA,4,4,B
?,.,JJ,end,NA,B,NA,0,0,B
i,NN,start,VBP,NA,B,NA,0,0,B
have,VBP,NN,DT,Qualitative_Concept,B,NA,0,0,B
an,DT,VBP,NN,NA,B,NA,0,0,B
appointment,NN,DT,CC,Idea_or_Concept,B,NA,0,0,B
but,CC,NN,NN,Mental_or_Behavioral_Dysfunction,B,symptom,4,0,B
i,NN,CC,VBP,NA,B,NA,0,0,B
want,VBP,NN,TO,NA,B,NA,4,8,B
to,TO,VBP,VB,Spatial_Concept,I,NA,0,0,B
chat,VB,TO,TO,Fish,B,NA,0,0,B
to,TO,VB,NNS,Spatial_Concept,I,NA,0,0,B
people,NNS,TO,WP,Population_Group,B,NA,0,0,B
who,WP,NNS,VBP,NA,B,NA,0,0,B
have,VBP,WP,VB,Qualitative_Concept,B,NA,0,0,B
be,VB,VBP,VBN,NA,B,NA,0,0,B
thru,VBN,VB,PRP,NA,B,NA,0,0,B
it,PRP,VBN,RB,NA,B,NA,0,0,B
too,RB,PRP,IN,Finding,B,NA,0,0,B
because,IN,RB,NN,NA,B,NA,0,0,B
i,NN,IN,RB,NA,B,NA,0,0,B
just,RB,NN,VB,NA,B,NA,0,0,B
feel,VB,RB,RB,Sign_or_Symptom,B,symptom,0,0,B
so,RB,VB,JJ,NA,B,NA,0,0,B
isolate,JJ,RB,NN,Biologically_Active_Substance,B,NA,4,8,B
right,NN,JJ,RB,Spatial_Concept,B,NA,4,1,B
now,RB,NN,.,Temporal_Concept,B,NA,0,0,B
.,.,RB,end,NA,B,NA,0,0,B
i,NN,start,VBP,NA,B,NA,0,0,B
feel,VBP,NN,JJ,Sign_or_Symptom,B,symptom,0,0,B
abnormal,JJ,VBP,NN,Qualitative_Concept,B,NA,0,0,B
sadness,NN,JJ,RB,NA,B,NA,3,0,B
often,RB,NN,IN,Temporal_Concept,B,NA,5,0,B
with,IN,RB,NN,Qualitative_Concept,B,NA,4,0,B
weepiness,NN,IN,.,Finding,B,NA,0,0,B
.,.,NN,end,NA,B,NA,0,0,B
feel,VB,start,JJ,Sign_or_Symptom,B,symptom,0,0,B
guilty,JJ,VB,NN,Mental_Process,B,NA,0,0,B
worthless,NN,JJ,CC,Finding,B,NA,0,0,B
or,CC,NN,JJ,NA,B,NA,0,0,B
useless.,JJ,CC,``,NA,B,NA,0,0,B
``,``,JJ,end,NA,B,NA,0,0,B
poor,JJ,start,NN,Finding,B,NA,4,5,B
motivation,NN,JJ,.,Mental_Process,B,NA,0,0,B
.,.,NN,end,NA,B,NA,0,0,B
even,RB,start,JJ,NA,B,NA,0,0,B
simple,JJ,RB,NN,Qualitative_Concept,B,NA,0,0,B
task,NN,JJ,VBP,Occupational_Activity,B,NA,0,0,B
seem,VBP,NN,JJ,NA,B,NA,0,0,B
difficult,JJ,VBP,.,Qualitative_Concept,B,NA,4,3,B
.,.,JJ,end,NA,B,NA,0,0,B
i,NNS,start,VBP,NA,B,NA,0,0,B
have,VBP,NNS,JJ,Qualitative_Concept,B,NA,0,0,B
poor,JJ,VBP,NN,Finding,B,NA,4,5,B
concentration,NN,JJ,.,Finding,I,NA,3,0,B
.,.,NN,end,NA,B,NA,0,0,B
i,NNS,start,VBP,NA,B,NA,0,0,B
have,VBP,NNS,VBN,Qualitative_Concept,B,NA,0,0,B
sleep,VBN,VBP,NNS,Organism_Function,B,symptom,1,0,B
problemssometimes,NNS,VBN,NN,NA,B,NA,0,0,B
difficulty,NN,NNS,IN,Qualitative_Concept,B,NA,4,3,B
in,IN,NN,VB,NA,B,NA,0,0,B
get,VB,IN,IN,NA,B,NA,0,0,B
off,IN,VB,TO,Qualitative_Concept,B,NA,0,0,B
to,TO,IN,VB,Spatial_Concept,I,NA,0,0,B
sleep,VB,TO,.,Organism_Function,B,symptom,1,0,B
.,.,VB,end,NA,B,NA,0,0,B
sometimes,RB,start,VB,Temporal_Concept,B,NA,4,8,B
wake,VB,RB,JJ,Sign_or_Symptom,B,symptom,0,0,B
early,JJ,VB,CC,Sign_or_Symptom,I,symptom,0,0,B
and,CC,JJ,VB,Idea_or_Concept,B,NA,4,0,B
be,VB,CC,JJ,NA,B,NA,0,0,B
unable,JJ,VB,TO,Finding,B,NA,0,0,B
to,TO,JJ,VB,Spatial_Concept,I,NA,0,0,B
get,VB,TO,RB,NA,B,NA,0,0,B
back,RB,VB,TO,Body_Location_or_Region,B,organ,4,1,B
to,TO,RB,NN,Spatial_Concept,I,NA,0,0,B
sleep,NN,TO,.,Organism_Function,B,symptom,1,0,B
.,.,NN,end,NA,B,NA,0,0,B
lack,NN,start,IN,Qualitative_Concept,B,NA,4,8,B
in,IN,NN,NN,NA,B,NA,0,0,B
energy,NN,IN,RB,Quantitative_Concept,B,NA,0,0,B
always,RB,NN,VB,Temporal_Concept,B,NA,0,0,B
feel,VB,RB,NN,Sign_or_Symptom,B,symptom,0,0,B
tire,NN,VB,.,Sign_or_Symptom,I,symptom,1,0,B
.,.,NN,end,NA,B,NA,0,0,B
difficulty,NN,start,IN,Qualitative_Concept,B,NA,4,3,B
with,IN,NN,NN,Qualitative_Concept,B,NA,4,0,B
affection,NN,IN,VBP,Mental_Process,B,NA,0,0,B
include,VBP,NN,VB,Idea_or_Concept,B,NA,0,0,B
go,VB,VBP,RP,NA,B,NA,0,0,B
off,RP,VB,NN,Qualitative_Concept,B,NA,0,0,B
sex,NN,RP,.,Organism_Attribute,B,NA,0,0,B
.,.,NN,end,NA,B,NA,0,0,B
poor,JJ,start,NN,Finding,B,NA,4,5,B
appetite,NN,JJ,CC,Disease_or_Syndrome,B,disease,0,0,B
and,CC,NN,JJ,Idea_or_Concept,B,NA,4,0,B
weight,JJ,CC,NN,Finding,B,NA,1,0,B
loss,NN,JJ,.,Finding,I,NA,1,0,I
.,.,NN,end,NA,B,NA,0,0,B
sometimes,RB,start,DT,Temporal_Concept,B,NA,4,8,B
the,DT,RB,NN,NA,B,NA,4,0,B
reverse,NN,DT,NN,Functional_Concept,B,NA,0,0,B
happen,NN,NN,IN,Activity,B,NA,0,0,B
with,IN,NN,NN,Qualitative_Concept,B,NA,4,0,B
comfort,NN,IN,NN,Mental_Process,B,NA,0,0,B
eat,NN,NN,CC,Organism_Function,B,symptom,4,9,B
and,CC,NN,JJ,Idea_or_Concept,B,NA,4,0,B
weight,JJ,CC,NN,Finding,B,NA,1,0,B
gain,NN,JJ,.,Finding,I,NA,1,0,I
.,.,NN,end,NA,B,NA,0,0,B
be,VB,start,JJ,NA,B,NA,0,0,B
irritable,JJ,VB,NN,Finding,B,NA,0,0,B
agitate,NN,JJ,CC,Sign_or_Symptom,B,symptom,0,0,B
or,CC,NN,NN,NA,B,NA,0,0,B
restless.,NN,CC,'',NA,B,NA,0,0,B
','',NN,end,NA,B,NA,0,0,B
i,NNS,start,VBP,NA,B,NA,0,0,B
have,VBP,NNS,VB,Qualitative_Concept,B,NA,0,0,B
be,VB,VBP,JJ,NA,B,NA,0,0,B
take,JJ,VB,NN,Health_Care_Activity,B,medication,0,0,B
lithium,NN,JJ,NN,Pharmacologic_Substance,B,NA,0,0,B
carbonate,NN,NN,IN,Pharmacologic_Substance,I,NA,0,0,B
for,IN,NN,RB,Qualitative_Concept,B,NA,0,0,B
nearly,RB,IN,CD,Qualitative_Concept,B,NA,0,0,B
eight,CD,RB,NNS,Quantitative_Concept,B,NA,4,7,B
years,NNS,CD,.,Temporal_Concept,B,NA,5,0,B
.,.,NNS,end,NA,B,NA,0,0,B
i,NNS,start,VBP,NA,B,NA,0,0,B
have,VBP,NNS,RB,Qualitative_Concept,B,NA,0,0,B
recently,RB,VBP,VBP,Temporal_Concept,B,NA,5,0,B
have,VBP,RB,PRP$,Qualitative_Concept,B,NA,0,0,B
my,PRP$,VBP,NNS,NA,B,NA,0,0,B
meds,NNS,PRP$,RB,NA,B,NA,6,1,B
up,RB,NNS,TO,Spatial_Concept,B,NA,0,0,B
to,TO,RB,CD,Spatial_Concept,I,NA,0,0,B
1000mg,CD,TO,IN,NA,B,NA,4,11,B
at,IN,CD,NN,Temporal_Concept,B,NA,0,0,B
night,NN,IN,.,Temporal_Concept,I,NA,5,0,B
.,.,NN,end,NA,B,NA,0,0,B
i,NN,start,VBP,NA,B,NA,0,0,B
suffer,VBP,NN,IN,Mental_or_Behavioral_Dysfunction,B,symptom,0,0,B
from,IN,VBP,JJ,Qualitative_Concept,B,NA,0,0,B
severe,JJ,IN,NN,Mental_or_Behavioral_Dysfunction,B,symptom,4,2,B
recurrent,NN,JJ,NN,Mental_or_Behavioral_Dysfunction,B,symptom,0,0,B
depression,NN,NN,.,Mental_or_Behavioral_Dysfunction,I,symptom,1,0,B
.,.,NN,end,NA,B,NA,0,0,B
feel,VB,start,JJ,Sign_or_Symptom,B,symptom,0,0,B
abnormal,JJ,VB,NN,Qualitative_Concept,B,NA,0,0,B
sadness,NN,JJ,RB,NA,B,NA,3,0,B
often,RB,NN,IN,Temporal_Concept,B,NA,5,0,B
with,IN,RB,NN,Qualitative_Concept,B,NA,4,0,B
weepiness,NN,IN,.,Finding,B,NA,0,0,B
.,.,NN,end,NA,B,NA,0,0,B
i,NNS,start,VBP,NA,B,NA,0,0,B
have,VBP,NNS,VBN,Qualitative_Concept,B,NA,0,0,B
lack,VBN,VBP,IN,Qualitative_Concept,B,NA,4,8,B
in,IN,VBN,NN,NA,B,NA,0,0,B
energy,NN,IN,RB,Quantitative_Concept,B,NA,0,0,B
always,RB,NN,VB,Temporal_Concept,B,NA,0,0,B
feel,VB,RB,NN,Sign_or_Symptom,B,symptom,0,0,B
tire,NN,VB,.,Sign_or_Symptom,I,symptom,1,0,B
.,.,NN,end,NA,B,NA,0,0,B
i,NNS,start,VBP,NA,B,NA,0,0,B
have,VBP,NNS,JJ,Qualitative_Concept,B,NA,0,0,B
regular,JJ,VBP,NN,Qualitative_Concept,B,NA,0,0,B
blood,NN,JJ,NN,Laboratory_Procedure,B,NA,6,3,B
test,NN,NN,WRB,Laboratory_Procedure,I,NA,6,3,I
where,WRB,NN,NN,NA,B,NA,0,0,B
thyroid,NN,WRB,CC,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B
and,CC,NN,NN,Idea_or_Concept,B,NA,4,0,B
liver,NN,CC,NN,Organ_or_Tissue_Function,B,NA,2,0,B
function,NN,NN,VB,Organ_or_Tissue_Function,I,NA,0,0,B
be,VB,NN,VBN,NA,B,NA,0,0,B
check,VBN,VB,.,Activity,B,NA,2,0,B
.,.,VBN,end,NA,B,NA,0,0,B
thankyou.,NN,start,'',NA,B,NA,0,0,B
','',NN,NN,NA,B,NA,0,0,B
],NN,'',end,NA,B,NA,0,0,B
[,JJ,start,NN,NA,B,NA,0,0,B
helli,NN,JJ,.,NA,B,NA,4,5,B
.,.,NN,end,NA,B,NA,0,0,B
i,NN,start,VB,NA,B,NA,0,0,B
be,VB,NN,CD,NA,B,NA,0,0,B
25,CD,VB,NNS,NA,B,NA,0,0,B
years,NNS,CD,JJ,Temporal_Concept,B,NA,5,0,B
old,JJ,NNS,NN,Temporal_Concept,B,NA,4,14,B
male,NN,JJ,.,Organism_Attribute,B,NA,4,12,B
.,.,NN,end,NA,B,NA,0,0,B
for,IN,start,DT,Qualitative_Concept,B,NA,0,0,B
some,DT,IN,NNS,Quantitative_Concept,B,NA,4,8,B
days,NNS,DT,VBP,Finding,I,NA,5,0,B
i,VBP,NNS,VBP,NA,B,NA,0,0,B
feel,VBP,VBP,NN,Mental_Process,B,NA,0,0,B
weakness,NN,VBP,IN,Sign_or_Symptom,B,symptom,0,0,B
in,IN,NN,PRP$,NA,B,NA,0,0,B
my,PRP$,IN,NN,NA,B,NA,0,0,B
face,NN,PRP$,IN,Body_Location_or_Region,B,organ,2,0,B
like,IN,NN,JJ,Mental_Process,B,NA,0,0,B
loose,JJ,IN,NN,Qualitative_Concept,B,NA,0,0,B
control,NN,JJ,IN,Conceptual_Entity,B,NA,0,0,B
over,IN,NN,PRP$,Spatial_Concept,B,NA,0,0,B
my,PRP$,IN,NN,NA,B,NA,0,0,B
face,NN,PRP$,.,Body_Location_or_Region,B,organ,2,0,B
.,.,NN,end,NA,B,NA,0,0,B
it,PRP,start,VBZ,NA,B,NA,0,0,B
start,VBZ,PRP,IN,Temporal_Concept,B,NA,0,0,B
with,IN,VBZ,CD,Qualitative_Concept,B,NA,4,0,B
one,CD,IN,NN,Quantitative_Concept,B,NA,2,0,B
side,NN,CD,.,Spatial_Concept,I,NA,4,1,B
.,.,NN,end,NA,B,NA,0,0,B
my,PRP$,start,NN,NA,B,NA,0,0,B
face,NN,PRP$,VB,Body_Location_or_Region,B,organ,2,0,B
be,VB,NN,VBN,NA,B,NA,0,0,B
droop,VBN,VB,TO,NA,B,NA,0,0,B
to,TO,VBN,CD,NA,B,NA,0,0,B
one,CD,TO,NN,Quantitative_Concept,B,NA,2,0,B
side,NN,CD,.,Spatial_Concept,I,NA,4,1,B
.,.,NN,end,NA,B,NA,0,0,B
when,WRB,start,NN,Temporal_Concept,B,NA,0,0,B
i,NN,WRB,VBD,NA,B,NA,0,0,B
smile,VBD,NN,RB,Finding,B,NA,0,0,B
only,RB,VBD,NN,Quantitative_Concept,B,NA,0,0,B
half,NN,RB,IN,Quantitative_Concept,B,NA,0,0,B
of,IN,NN,PRP$,NA,B,NA,0,0,B
my,PRP$,IN,NN,NA,B,NA,0,0,B
face,NN,PRP$,MD,Body_Location_or_Region,B,organ,2,0,B
may,MD,NN,VB,Temporal_Concept,B,NA,5,1,B
move,VB,MD,.,Organism_Function,B,symptom,0,0,B
.,.,VB,end,NA,B,NA,0,0,B
chew,NN,start,NN,Finding,B,NA,0,0,B
food,NN,NN,IN,Finding,I,NA,0,0,B
on,IN,NN,DT,NA,B,NA,0,0,B
the,DT,IN,JJ,NA,B,NA,4,0,B
affect,JJ,DT,NN,Mental_Process,B,NA,0,0,B
side,NN,JJ,MD,Spatial_Concept,I,NA,4,1,B
may,MD,NN,VB,Temporal_Concept,B,NA,5,1,B
be,VB,MD,DT,NA,B,NA,0,0,B
a,DT,VB,NN,Intellectual_Product,B,NA,0,0,B
problem,NN,DT,.,Finding,B,NA,0,0,B
.,.,NN,end,NA,B,NA,0,0,B
food,NN,start,VB,Finding,I,NA,0,0,B
become,VB,NN,NN,NA,B,NA,0,0,B
trap,NN,VB,IN,Medical_Device,B,device,0,0,B
between,IN,NN,PRP$,Spatial_Concept,B,NA,0,0,B
my,PRP$,IN,NN,NA,B,NA,0,0,B
gum,NN,PRP$,CC,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B
and,CC,NN,NN,Idea_or_Concept,B,NA,4,0,B
cheek,NN,CC,.,Body_Location_or_Region,B,organ,2,0,B
.,.,NN,end,NA,B,NA,0,0,B
sometimes,RB,start,RB,Temporal_Concept,B,NA,4,8,B
i,RB,RB,VB,NA,B,NA,0,0,B
be,VB,RB,RB,NA,B,NA,0,0,B
not,RB,VB,VB,Functional_Concept,B,NA,4,5,B
be,VB,RB,JJ,NA,B,NA,0,0,B
able,JJ,VB,TO,Finding,B,NA,0,0,B
to,TO,JJ,VB,NA,B,NA,0,0,B
close,VB,TO,DT,Therapeutic_or_Preventive_Procedure,B,medication,0,0,B
an,DT,VB,NN,NA,B,NA,0,0,B
eye,NN,DT,.,Therapeutic_or_Preventive_Procedure,I,medication,2,0,B
.,.,NN,end,NA,B,NA,0,0,B
this,DT,start,NN,Eukaryote,B,NA,4,0,B
cause,NN,DT,DT,Conceptual_Entity,B,NA,0,0,B
a,DT,NN,NN,Intellectual_Product,B,NA,0,0,B
watery,NN,DT,NN,Sign_or_Symptom,B,symptom,0,0,B
eye,NN,NN,.,Therapeutic_or_Preventive_Procedure,I,medication,2,0,B
.,.,NN,end,NA,B,NA,0,0,B
and,CC,start,RB,Idea_or_Concept,B,NA,4,0,B
also,RB,CC,RB,NA,B,NA,0,0,B
i,RB,RB,VB,NA,B,NA,0,0,B
be,VB,RB,RB,NA,B,NA,0,0,B
not,RB,VB,JJ,Functional_Concept,B,NA,4,5,B
able,JJ,RB,TO,Finding,B,NA,0,0,B
to,TO,JJ,VB,NA,B,NA,0,0,B
wrinkle,VB,TO,PRP$,Finding,B,NA,2,0,B
my,PRP$,VB,NN,NA,B,NA,0,0,B
forehead.,NN,PRP$,'',NA,B,NA,2,0,B
','',NN,end,NA,B,NA,0,0,B
on,IN,start,JJ,NA,B,NA,0,0,B
wednesday,JJ,IN,CD,Temporal_Concept,B,NA,0,0,B
6/15,CD,JJ,DT,NA,B,NA,0,0,B
the,DT,CD,NN,NA,B,NA,4,0,B
day,NN,DT,IN,Temporal_Concept,B,NA,5,0,B
of,IN,NN,PRP$,NA,B,NA,0,0,B
my,PRP$,IN,NN,NA,B,NA,0,0,B
baby,NN,PRP$,IN,Patient_or_Disabled_Group,B,NA,0,0,B
boy,IN,NN,NN,Age_Group,B,age,0,0,B
graduation,NN,IN,NNS,Educational_Activity,B,NA,0,0,B
i,NNS,NN,VBP,NA,B,NA,0,0,B
wake,VBP,NNS,RP,Pharmacologic_Substance,B,NA,0,0,B
up,RP,VBP,IN,Pharmacologic_Substance,I,NA,0,0,B
with,IN,RP,DT,Qualitative_Concept,B,NA,4,0,B
a,DT,IN,JJ,Intellectual_Product,B,NA,0,0,B
little,JJ,DT,NN,Intellectual_Product,I,NA,4,4,B
eye,NN,JJ,NN,Therapeutic_or_Preventive_Procedure,I,medication,2,0,B
irritation,NN,NN,NNS,Finding,I,NA,0,0,B
i,NNS,NN,VBP,NA,B,NA,0,0,B
have,VBP,NNS,RB,Qualitative_Concept,B,NA,0,0,B
strongly,RB,VBP,VB,NA,B,NA,0,0,B
believe,VB,RB,PRP,NA,B,NA,0,0,B
it,PRP,VB,VB,NA,B,NA,0,0,B
be,VB,PRP,DT,NA,B,NA,0,0,B
the,DT,VB,NN,NA,B,NA,4,0,B
eye,NN,DT,VBP,Therapeutic_or_Preventive_Procedure,I,medication,2,0,B
make,VBP,NN,RP,Intellectual_Product,B,NA,0,0,B
up,RP,VBP,NN,Pharmacologic_Substance,I,NA,0,0,B
i,NN,RP,VB,NA,B,NA,0,0,B
be,VB,NN,JJ,NA,B,NA,0,0,B
wear,JJ,VB,RB,NA,B,NA,0,0,B
lately,RB,JJ,IN,NA,B,NA,0,0,B
since,IN,RB,DT,Temporal_Concept,B,NA,0,0,B
a,DT,IN,JJ,Intellectual_Product,B,NA,0,0,B
new,JJ,DT,NN,Qualitative_Concept,B,NA,0,0,B
hair,NN,JJ,VBP,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B
do,VBP,NN,VB,NA,B,NA,0,0,B
be,VB,VBP,IN,NA,B,NA,0,0,B
in,IN,VB,NN,NA,B,NA,0,0,B
play,NN,IN,.,Daily_or_Recreational_Activity,B,normal_activity,0,0,B
.,.,NN,end,NA,B,NA,0,0,B
later,RB,start,DT,Temporal_Concept,B,NA,4,10,B
that,DT,RB,NN,NA,B,NA,4,0,B
day,NN,DT,VBZ,Temporal_Concept,B,NA,5,0,B
i,VBZ,NN,VBP,NA,B,NA,0,0,B
have,VBP,VBZ,VB,Qualitative_Concept,B,NA,0,0,B
take,VB,VBP,DT,Health_Care_Activity,B,medication,0,0,B
a,DT,VB,NN,Intellectual_Product,B,NA,0,0,B
group,NN,DT,IN,Typeofification,I,NA,0,0,B
of,IN,NN,CD,NA,B,NA,0,0,B
5th,CD,IN,NNS,Quantitative_Concept,B,NA,0,0,B
graders,NNS,CD,TO,NA,B,NA,0,0,B
to,TO,NNS,DT,NA,B,NA,0,0,B
the,DT,TO,NN,NA,B,NA,4,0,B
newseum,NN,DT,IN,NA,B,NA,0,0,B
for,IN,NN,DT,Qualitative_Concept,B,NA,0,0,B
a,DT,IN,NN,Intellectual_Product,B,NA,0,0,B
field,NN,DT,NN,Conceptual_Entity,B,NA,0,0,B
trip,NN,NN,IN,Phenomenon_or_Process,B,NA,4,7,B
as,IN,NN,PRP,NA,B,NA,0,0,B
we,PRP,IN,VBP,NA,B,NA,0,0,B
stop,VBP,PRP,TO,Temporal_Concept,B,NA,0,0,B
to,TO,VBP,VB,NA,B,NA,0,0,B
eat,VB,TO,IN,Organism_Function,B,symptom,4,9,B
in,IN,VB,DT,NA,B,NA,0,0,B
the,DT,IN,NN,NA,B,NA,4,0,B
food,NN,DT,NN,Finding,I,NA,0,0,B
court,NN,NN,PRP,Organization,B,NA,0,0,B
it,PRP,NN,VBD,NA,B,NA,0,0,B
felt,VBD,PRP,IN,Mental_Process,B,NA,0,0,B
like,IN,VBD,PRP$,Mental_Process,B,NA,0,0,B
my,PRP$,IN,NNS,NA,B,NA,0,0,B
lips,NNS,PRP$,VB,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B
be,VB,NNS,VBN,NA,B,NA,0,0,B
swell,VBN,VB,RB,Pathologic_Function,B,NA,1,0,B
so,RB,VBN,JJ,NA,B,NA,0,0,B
i,JJ,RB,RB,NA,B,NA,0,0,B
immediately,RB,JJ,VBN,Temporal_Concept,B,NA,0,0,B
ranned,VBN,RB,TO,NA,B,NA,0,0,B
to,TO,VBN,DT,NA,B,NA,0,0,B
the,DT,TO,NN,NA,B,NA,4,0,B
restroom,NN,DT,TO,NA,B,NA,0,0,B
to,TO,NN,VB,NA,B,NA,0,0,B
check,VB,TO,CC,Activity,B,NA,2,0,B
and,CC,VB,PRP$,Idea_or_Concept,B,NA,4,0,B
my,PRP$,CC,NNS,NA,B,NA,0,0,B
lips,NNS,PRP$,WDT,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B
which,WDT,NNS,IN,NA,B,NA,0,0,B
by,IN,WDT,DT,NA,B,NA,0,0,B
the,DT,IN,NN,NA,B,NA,4,0,B
way,NN,DT,RB,NA,B,NA,0,0,B
still,RB,NN,VB,NA,B,NA,0,0,B
look,VB,RB,JJ,Organism_Attribute,B,NA,0,0,B
normal,JJ,VB,.,Qualitative_Concept,B,NA,4,6,B
.,.,JJ,end,NA,B,NA,0,0,B
i,NN,start,RB,NA,B,NA,0,0,B
also,RB,NN,VBD,NA,B,NA,0,0,B
felt,VBD,RB,DT,Mental_Process,B,NA,0,0,B
some,DT,VBD,NN,Quantitative_Concept,B,NA,4,8,B
tightness,NN,DT,IN,Qualitative_Concept,B,NA,0,0,B
on,IN,NN,DT,NA,B,NA,0,0,B
the,DT,IN,JJ,NA,B,NA,4,0,B
right,JJ,DT,NN,Spatial_Concept,B,NA,4,1,B
side,NN,JJ,IN,Spatial_Concept,I,NA,4,1,B
of,IN,NN,PRP$,NA,B,NA,0,0,B
my,PRP$,IN,NN,NA,B,NA,0,0,B
face,NN,PRP$,.,Body_Location_or_Region,B,organ,2,0,B
.,.,NN,end,NA,B,NA,0,0,B
later,RB,start,NN,Temporal_Concept,B,NA,4,10,B
converse,NN,RB,IN,NA,B,NA,0,0,B
with,IN,NN,DT,Qualitative_Concept,B,NA,4,0,B
a,DT,IN,NN,Intellectual_Product,B,NA,0,0,B
co,NN,DT,NN,NA,B,NA,0,0,B
worker,NN,NN,PRP,Occupation_or_Discipline,B,NA,0,0,B
she,PRP,NN,VBZ,NA,B,NA,4,13,B
ask,VBZ,PRP,WRB,NA,B,NA,0,0,B
why,WRB,VBZ,VB,NA,B,NA,0,0,B
be,VB,WRB,PRP$,NA,B,NA,0,0,B
your,PRP$,VB,NN,NA,B,NA,0,0,B
eye,NN,PRP$,NN,Therapeutic_or_Preventive_Procedure,I,medication,2,0,B
twitch,NN,NN,IN,Sign_or_Symptom,I,symptom,0,0,B
like,IN,NN,IN,Mental_Process,B,NA,0,0,B
that,IN,IN,``,NA,B,NA,4,0,B
``,``,IN,JJ,NA,B,NA,0,0,B
i,JJ,``,NN,NA,B,NA,0,0,B
don\'t,NN,JJ,VBP,NA,B,NA,0,0,B
know,VBP,NN,'',NA,B,NA,0,0,B
'','',VBP,JJ,NA,B,NA,0,0,B
i,JJ,'',NN,NA,B,NA,0,0,B
reply,NN,JJ,.,NA,B,NA,0,0,B
.,.,NN,end,NA,B,NA,0,0,B
i,NN,start,VBP,NA,B,NA,0,0,B
